system_ID	Richness	E_var	visits_wild_insects	log_visits_wild_insects	visits_honey_bees	CV_visits_wild_insects	CV_visits_honey_bees	fruit_set	pollen_dep	CV_fruit_set	CV_pollen_dep
Coffee_l_C	-1,58633	3,65205	-0,82825	-0,45015	-0,87187	1,41781	-1,14889	-0,06476	NA	-1,15772	NA
Coffee_l_C	-1,79463	-0,41351	-0,78233	-0,38339	-1,72152	-0,88573	1,77925	-1,24111	NA	-0,51326	NA
Coffee_l_C	0,91334	-0,26225	-0,49649	-0,05396	-1,14711	-1,20303	-0,10181	-1,19498	NA	-0,04392	NA
Coffee_l_C	-0,33649	-0,15935	-0,49337	-0,05097	0,26977	0,65043	1,88120	-1,56403	NA	1,20417	NA
Coffee_l_C	0,91334	-0,40058	-0,48640	-0,04432	-0,26874	0,88028	-0,54707	-0,15702	NA	-0,79844	NA
Coffee_l_C	0,49673	-0,31583	-0,45899	-0,01868	-0,11078	1,78469	1,73544	-1,37951	NA	1,39491	NA
Coffee_l_C	0,70503	-0,25955	-0,36715	0,06216	-0,29028	-0,14120	0,18365	-1,05659	NA	0,44706	NA
Coffee_l_C	-1,16972	-0,68160	-0,33181	0,09137	-0,31421	-1,36606	0,44676	-0,06476	NA	0,96687	NA
Coffee_l_C	0,91334	-0,28954	0,02757	0,34345	-0,27975	-1,05063	-0,73716	1,43451	NA	-0,02340	NA
Coffee_l_C	-1,58633	1,25967	0,05283	0,35872	-1,33858	2,43427	-0,68046	-0,04170	NA	-1,13174	NA
Coffee_l_C	0,91334	-0,24775	0,12688	0,40196	0,39183	0,55642	-0,27975	-1,51790	NA	-0,72973	NA
Coffee_l_C	-0,12819	-0,33517	0,52667	0,60442	-0,61578	-0,07064	-0,75658	-1,17192	NA	2,44679	NA
Coffee_l_C	-1,58633	-0,37475	0,87118	0,74773	1,46167	-0,53396	-0,50316	0,83480	NA	-1,14741	NA
Coffee_l_C	0,91334	-0,45143	0,90700	0,76136	0,44449	-1,39268	-0,26909	-0,01863	NA	-0,94274	NA
Coffee_l_C	0,91334	-0,43685	0,90988	0,76245	0,63356	0,84728	-0,33621	1,08852	NA	-0,91132	NA
Coffee_l_C	0,70503	-0,41721	0,93176	0,77067	0,74126	-0,33970	-0,60398	1,84969	NA	-1,11956	NA
Coffee_l_C	-1,79463	2,56757	0,96710	0,78378	1,44970	-1,26937	-0,16756	0,09670	NA	-0,63946	NA
Coffee_l_C	0,70503	-0,41121	1,19572	0,86414	2,71101	0,62770	2,36542	1,61904	NA	0,13354	NA
Coffee_l_C	0,91334	-0,63545	1,48084	0,95499	1,12660	-0,25682	-0,34039	-0,08783	NA	0,09644	NA
Coffee_l_C	0,91334	-0,55231	2,70259	1,26335	-0,16343	-0,29969	-0,21220	-0,38768	NA	0,33222	NA
Coffee_l_D	-1,63381	NA	-0,56356	NA	NA	NA	NA	1,15343	-0,96185	NA	NA
Coffee_l_D	-1,63381	NA	-0,56356	NA	NA	NA	NA	-0,29046	-0,04133	NA	NA
Coffee_l_D	-0,77537	NA	-0,54885	-1,72372	NA	NA	NA	-0,47426	-1,02338	NA	NA
Coffee_l_D	-0,77537	NA	-0,54689	-1,64371	NA	NA	NA	-0,00774	NA	NA	NA
Coffee_l_D	0,08308	NA	-0,54504	-1,57636	NA	NA	NA	-1,98290	-0,26006	NA	NA
Coffee_l_D	-0,77537	NA	-0,52652	-1,13327	NA	NA	NA	-2,00721	-0,84815	NA	NA
Coffee_l_D	-1,63381	NA	-0,52189	-1,05797	NA	NA	NA	-0,07274	-0,79262	NA	NA
Coffee_l_D	0,94152	NA	-0,51726	-0,99062	NA	NA	NA	0,40286	-0,31840	NA	NA
Coffee_l_D	-1,63381	NA	-0,51531	-0,96426	NA	NA	NA	-0,08157	-0,04288	NA	NA
Coffee_l_D	0,08308	NA	-0,50800	-0,87407	NA	NA	NA	-0,58166	-0,67449	NA	NA
Coffee_l_D	0,94152	NA	-0,48617	-0,66225	NA	NA	NA	0,92863	NA	NA	NA
Coffee_l_D	-0,77537	NA	-0,48022	-0,61488	NA	NA	NA	0,42183	-0,95972	NA	NA
Coffee_l_D	0,08308	NA	-0,48022	-0,61488	NA	NA	NA	0,05771	NA	NA	NA
Coffee_l_D	0,94152	NA	-0,40878	-0,21915	NA	NA	NA	1,14922	-0,42120	NA	NA
Coffee_l_D	-1,63381	NA	-0,40729	-0,21304	NA	NA	NA	0,47440	NA	NA	NA
Coffee_l_D	1,79996	NA	-0,34686	-0,00406	NA	NA	NA	-0,10742	NA	NA	NA
Coffee_l_D	0,08308	NA	-0,28971	0,14557	NA	NA	NA	-1,61559	1,78655	NA	NA
Coffee_l_D	0,08308	NA	-0,28018	0,16743	NA	NA	NA	1,50364	-0,81919	NA	NA
Coffee_l_D	-0,77537	NA	-0,22092	0,28883	NA	NA	NA	-0,84084	-0,71656	NA	NA
Coffee_l_D	0,08308	NA	-0,18387	0,35445	NA	NA	NA	-2,05620	-0,38951	NA	NA
Coffee_l_D	0,94152	NA	-0,00792	0,59786	NA	NA	NA	1,10049	-1,10238	NA	NA
Coffee_l_D	0,08308	NA	0,01060	0,61882	NA	NA	NA	0,06432	2,18556	NA	NA
Coffee_l_D	0,94152	NA	0,22578	0,82229	NA	NA	NA	1,43830	0,65321	NA	NA
Coffee_l_D	0,08308	NA	0,25138	0,84269	NA	NA	NA	-0,93841	NA	NA	NA
Coffee_l_D	0,94152	NA	0,30463	0,88315	NA	NA	NA	1,45425	1,12180	NA	NA
Coffee_l_D	1,79996	NA	0,56380	1,05014	NA	NA	NA	-0,34349	0,90420	NA	NA
Coffee_l_D	0,94152	NA	0,57550	1,05674	NA	NA	NA	0,03106	-0,08035	NA	NA
Coffee_l_D	0,08308	NA	0,64774	1,09605	NA	NA	NA	-0,24340	NA	NA	NA
Coffee_l_D	0,08308	NA	0,76303	1,15417	NA	NA	NA	0,24782	NA	NA	NA
Coffee_l_D	0,94152	NA	0,78387	1,16413	NA	NA	NA	0,27501	1,36297	NA	NA
Coffee_l_D	0,08308	NA	4,82268	2,04991	NA	NA	NA	0,94094	1,43778	NA	NA
Cotton	-1,03295	-0,57849	-1,51029	-1,61721	0,41590	0,22823	-0,88055	0,47310	NA	-0,47216	NA
Cotton	-2,38028	-1,75307	-1,34060	-1,40581	1,27637	-1,37477	-1,17358	0,47310	NA	-0,47216	NA
Cotton	1,21259	1,23869	-1,34060	-1,40581	0,70272	0,40369	-0,20622	0,47310	NA	-0,47216	NA
Cotton	0,76348	0,11046	-1,17090	-1,20072	0,98955	-1,04923	-1,34371	-3,31169	NA	3,32087	NA
Cotton	0,31438	-0,02634	-1,00120	-1,00158	-0,15775	1,53622	-0,83893	-1,41929	NA	1,41291	NA
Cotton	-1,48206	-1,05807	-0,83151	-0,80805	-0,44458	-0,19485	1,20353	-0,78850	NA	0,78203	NA
Cotton	0,31438	-0,16998	-0,49212	-0,43662	0,41590	-1,60174	-0,88055	0,47310	NA	-0,47216	NA
Cotton	1,21259	1,56468	-0,32242	-0,25817	-2,45236	0,03923	1,25172	0,47310	NA	-0,47216	NA
Cotton	1,21259	1,82154	-0,32242	-0,25817	0,98955	0,43807	-1,34371	0,47310	NA	-0,47216	NA
Cotton	-0,58384	-1,20407	-0,15273	-0,08424	-0,73141	0,45801	0,41822	0,47310	NA	-0,47216	NA
Cotton	-0,58384	1,18515	0,18667	0,25095	-0,15775	0,99440	1,93003	0,47310	NA	-0,47216	NA
Cotton	-0,13473	-0,94718	0,35636	0,41260	0,12907	0,61521	-0,80334	0,47310	NA	-0,47216	NA
Cotton	-0,58384	-0,85795	0,35636	0,41260	0,12907	-0,41106	1,53784	0,47310	NA	-0,47216	NA
Cotton	-0,13473	-0,79149	0,69575	0,72492	-0,44458	1,14313	0,50940	0,47310	NA	-0,47216	NA
Cotton	0,76348	-0,16597	0,69575	0,72492	1,27637	-0,45385	-0,08737	-0,15770	NA	0,15368	NA
Cotton	-1,03295	-0,13720	0,69575	0,72492	0,98955	-1,68545	0,44700	0,47310	NA	-0,47216	NA
Cotton	1,21259	0,12917	1,03514	1,02366	-0,44458	1,13928	0,09562	-1,41929	NA	1,41291	NA
Cotton	0,76348	0,48419	1,20484	1,16829	-1,01823	-1,32086	-0,40873	0,47310	NA	-0,47216	NA
Cotton	-0,13473	1,30273	1,54423	1,44874	-1,87871	1,21674	0,98720	0,47310	NA	-0,47216	NA
Cotton	0,31438	-0,14678	1,71393	1,58478	0,41590	-0,12041	-0,41386	0,47310	NA	-0,47216	NA
Cranberry	-0,61237	-0,92691	-1,55152	-2,37674	-0,57726	0,24858	-0,29257	NA	-1,24058	NA	-0,98565
Cranberry	-1,83712	-1,26422	-1,07336	-1,03278	0,68221	1,42614	-0,51753	NA	-0,02533	NA	-0,00842
Cranberry	0,00000	0,77627	-1,04680	-0,98368	-1,21573	-1,37203	-0,30200	NA	-1,71974	NA	-0,27442
Cranberry	-1,83712	0,45282	-1,03352	-0,95970	-0,31487	-1,43179	-0,68861	NA	-0,82068	NA	-1,06703
Cranberry	0,00000	-0,96097	-0,68818	-0,43935	2,19969	1,44884	0,85952	NA	1,51063	NA	1,40224
Cranberry	-0,61237	-0,04935	-0,62177	-0,35663	0,32799	0,62883	-0,26166	NA	0,05677	NA	0,52976
Cranberry	0,61237	0,74722	-0,54208	-0,26287	-0,56851	1,09501	-0,84162	NA	-0,89492	NA	0,36830
Cranberry	-1,22474	0,45214	-0,42254	-0,13211	0,38484	0,64792	-1,30300	NA	0,03047	NA	-0,76835
Cranberry	1,22474	-1,03904	0,01577	0,27042	1,11078	-0,28660	0,37402	NA	1,06418	NA	-0,87245
Cranberry	1,22474	-0,05230	0,38767	0,54520	-0,98396	0,70000	0,35251	NA	-0,45079	NA	2,12414
Cranberry	0,61237	-0,80048	0,67988	0,73135	1,06267	-1,02379	-0,96327	NA	1,34963	NA	-0,75432
Cranberry	0,00000	-0,79779	0,91896	0,86856	0,66472	-1,09889	0,92431	NA	1,39293	NA	0,06497
Cranberry	0,61237	1,08431	0,93224	0,87584	-1,13264	-0,30502	-0,24196	NA	-0,65964	NA	0,06876
Cranberry	0,61237	1,38010	1,10491	0,96746	-0,97958	-1,15643	2,83308	NA	-0,34008	NA	-0,83883
Cranberry	1,22474	1,93230	1,27758	1,05395	-1,02769	0,73225	-0,57149	NA	-0,26476	NA	1,68369
Cranberry	0,00000	-0,93409	1,66276	1,23106	0,36734	-0,25302	0,64028	NA	1,01190	NA	-0,67240
Cucumber	-1,79629	NA	-1,36710	-1,79180	NA	-0,47933	NA	-1,36929	NA	NA	NA
Cucumber	-0,16330	NA	-1,36710	-1,79180	NA	-0,47933	NA	1,79286	NA	NA	NA
Cucumber	-0,16330	NA	-1,11013	-1,29648	NA	0,12880	NA	-0,33448	NA	NA	NA
Cucumber	1,46969	NA	-1,11013	-1,29648	NA	0,12880	NA	1,34823	NA	NA	NA
Cucumber	0,65320	NA	-0,85315	-0,87770	NA	0,10849	NA	-0,82583	NA	NA	NA
Cucumber	-0,16330	NA	-0,85315	-0,87770	NA	0,10849	NA	-0,36738	NA	NA	NA
Cucumber	-0,16330	NA	-0,59618	-0,51494	NA	-0,13643	NA	-1,61772	NA	NA	NA
Cucumber	-0,97980	NA	-0,33921	-0,19496	NA	0,43506	NA	-1,44916	NA	NA	NA
Cucumber	-0,97980	NA	-0,33921	-0,19496	NA	-0,53111	NA	-0,19608	NA	NA	NA
Cucumber	-0,16330	NA	-0,33921	-0,19496	NA	-0,53111	NA	-0,12174	NA	NA	NA
Cucumber	-1,79629	NA	-0,33921	-0,19496	NA	-0,53111	NA	-0,65621	NA	NA	NA
Cucumber	0,65320	NA	-0,33921	-0,19496	NA	-0,53111	NA	-0,44138	NA	NA	NA
Cucumber	-0,16330	NA	-0,33921	-0,19496	NA	0,43506	NA	-0,55373	NA	NA	NA
Cucumber	-0,16330	NA	-0,08223	0,09128	NA	-1,16513	NA	-0,36003	NA	NA	NA
Cucumber	0,65320	NA	-0,08223	0,09128	NA	0,62175	NA	1,74610	NA	NA	NA
Cucumber	-0,16330	NA	-0,08223	0,09128	NA	-0,03648	NA	0,35357	NA	NA	NA
Cucumber	-0,16330	NA	0,17474	0,35021	NA	-0,60402	NA	-1,15880	NA	NA	NA
Cucumber	-0,97980	NA	0,43172	0,58659	NA	-0,86106	NA	0,75070	NA	NA	NA
Cucumber	1,46969	NA	0,43172	0,58659	NA	-0,86106	NA	0,38592	NA	NA	NA
Cucumber	-0,16330	NA	0,68869	0,80404	NA	1,35795	NA	0,67818	NA	NA	NA
Cucumber	-0,16330	NA	0,68869	0,80404	NA	0,25922	NA	1,79226	NA	NA	NA
Cucumber	0,65320	NA	1,45961	1,36814	NA	0,75629	NA	0,63646	NA	NA	NA
Cucumber	1,46969	NA	1,45961	1,36814	NA	-1,42231	NA	0,72501	NA	NA	NA
Cucumber	-0,97980	NA	1,45961	1,36814	NA	3,72118	NA	-0,70525	NA	NA	NA
Cucumber	2,28619	NA	2,74448	2,10690	NA	0,10849	NA	-0,05220	NA	NA	NA
Grapefruit	1,56296	-0,71089	NA	NA	2,07738	NA	0,54277	1,37072	-0,35021	-0,34974	0,30810
Grapefruit	0,26049	-0,69716	NA	NA	-0,87562	NA	-1,37573	-0,65485	0,65385	0,43130	-0,23452
Grapefruit	1,56296	-0,67507	NA	NA	1,23308	NA	0,45845	-0,18376	0,85719	0,22309	-0,05813
Grapefruit	0,26049	-0,63929	NA	NA	1,27140	NA	0,79757	-1,12142	-0,18062	1,08547	-0,01945
Grapefruit	1,56296	-0,61905	NA	NA	-0,38539	NA	1,06019	-0,70840	1,69737	0,29226	-0,67028
Grapefruit	1,56296	-0,61743	NA	NA	0,05527	NA	0,42814	-0,53178	-0,68061	-0,58924	2,34888
Grapefruit	0,26049	-0,35112	NA	NA	-0,78435	NA	-1,49542	0,90744	0,09630	-0,76441	-0,01311
Grapefruit	0,26049	-0,11948	NA	NA	-0,79146	NA	0,34074	-0,45489	0,12190	0,49235	-1,22554
Grapefruit	0,26049	0,07791	NA	NA	0,63649	NA	-0,13538	1,84921	0,36626	0,67693	-1,08614
Grapefruit	0,26049	0,45508	NA	NA	-0,31636	NA	1,91507	-1,49781	1,83825	NA	-0,10657
Grapefruit	0,26049	1,48048	NA	NA	-0,88235	NA	0,01947	0,47266	0,33489	-1,43065	-1,15619
Grapefruit	0,26049	2,41603	NA	NA	-1,33555	NA	1,66157	0,03455	-1,99520	-0,52478	2,17645
Grapefruit	-1,04198	NA	NA	NA	-1,20803	NA	0,05830	0,39194	-1,47568	-0,89032	-0,57963
Grapefruit	-1,04198	NA	NA	NA	-1,02796	NA	-0,40338	0,10825	0,42063	0,12303	-1,07586
Grapefruit	-1,04198	NA	NA	NA	-0,45805	NA	0,01836	-1,41464	-0,69562	3,08544	1,11775
Grapefruit	-1,04198	NA	NA	NA	-0,31729	NA	-1,66531	1,53642	0,06007	-0,83642	-0,41264
Grapefruit	-1,04198	NA	NA	NA	0,10172	NA	-0,74112	-1,49781	0,93002	NA	-0,48434
Grapefruit	-1,04198	NA	NA	NA	0,44780	NA	-1,50587	0,83504	-0,45005	-0,38952	0,76287
Grapefruit	-1,04198	NA	NA	NA	1,21667	NA	0,23764	0,08698	0,11973	-0,17011	-0,18305
Grapefruit	-1,04198	NA	NA	NA	1,34258	NA	-0,21606	0,47215	-1,66848	-0,46466	0,59143
Kiwi	-1,58114	-0,28926	-1,14563	-1,55273	-0,71590	1,33907	-0,10915	0,36000	-0,13558	0,96096	0,99308
Kiwi	-0,79057	-1,25327	-1,01747	-0,89861	1,58235	0,59757	-1,01967	-0,03122	-0,12700	-0,07008	0,26950
Kiwi	0,79057	-0,51896	-0,24540	0,22400	-0,73459	-0,36992	-0,70602	0,88580	0,77218	-1,15445	-1,39765
Kiwi	0,79057	0,40173	0,44461	0,61696	-0,91491	0,60085	1,41750	0,71963	1,48910	-1,16328	-1,06392
Kiwi	0,79057	1,70667	0,49927	0,64075	0,00398	-1,04685	1,03132	-1,88806	-1,27720	1,14222	0,86125
Kiwi	0,00000	-0,04692	1,46462	0,96962	0,77907	-1,12073	-0,61399	-0,04615	-0,72150	0,28463	0,33774
Longan	NA	NA	-0,47500	-0,79168	0,13732	NA	-1,37079	0,63404	NA	-0,96694	NA
Longan	NA	NA	-0,47440	-0,77830	1,33849	NA	-0,56385	-0,58465	NA	1,06230	NA
Longan	NA	NA	-0,46840	-0,66000	-1,48613	NA	NA	-1,28213	NA	1,28458	NA
Longan	NA	NA	-0,40843	-0,07166	0,49016	NA	1,13510	0,17513	NA	-0,07958	NA
Longan	NA	NA	-0,20391	0,56858	0,31937	NA	0,08756	-0,47676	NA	-0,18402	NA
Longan	NA	NA	2,03015	1,73306	-0,79921	NA	0,71198	1,53438	NA	-1,11634	NA
Macadamia	NA	NA	NA	NA	-1,11994	NA	0,06632	-1,28087	NA	0,25922	NA
Macadamia	NA	NA	NA	NA	-0,96497	NA	1,70292	0,30778	NA	-0,95862	NA
Macadamia	NA	NA	NA	NA	0,32278	NA	-0,46080	0,94706	NA	-1,06922	NA
Macadamia	NA	NA	NA	NA	0,60016	NA	-0,53737	-0,81384	NA	1,27585	NA
Macadamia	NA	NA	NA	NA	1,16197	NA	-0,77107	0,83987	NA	0,49276	NA
Mango_A	0,00000	1,48369	-0,66457	-0,81308	1,49855	-1,39090	0,45598	0,93939	NA	0,53793	NA
Mango_A	-1,38873	-0,67504	-0,55072	-0,55541	-0,56071	0,94856	NA	0,60519	NA	0,26258	NA
Mango_A	0,46291	-0,31486	-0,26316	-0,05537	-0,45956	0,03704	-1,14672	-1,30070	NA	0,67707	NA
Mango_A	0,92582	-0,49379	1,47845	1,42385	-0,47828	0,40530	0,69073	-0,24388	NA	-1,47758	NA
Mango_B	-1,04828	0,99155	-0,78147	-0,94262	NA	NA	NA	-0,60157	NA	NA	NA
Mango_B	0,10483	0,01668	-0,34546	-0,10628	NA	NA	NA	-0,55279	NA	NA	NA
Mango_B	0,94346	-1,00824	1,12693	1,04889	NA	NA	NA	1,15436	NA	NA	NA
Oilpalm	NA	NA	-1,48767	-1,74315	NA	-1,37522	NA	NA	-0,32400	NA	0,88035
Oilpalm	NA	NA	-0,40205	-0,20909	NA	0,84236	NA	NA	1,98014	NA	NA
Oilpalm	NA	NA	-0,30866	-0,11573	NA	-0,44118	NA	NA	-0,75225	NA	-1,37291
Oilpalm	NA	NA	-0,04949	0,12454	NA	0,10437	NA	NA	-0,00044	NA	NA
Oilpalm	NA	NA	1,10154	0,95827	NA	1,38759	NA	NA	-0,44506	NA	0,57703
Oilpalm	NA	NA	1,14633	0,98516	NA	-0,51793	NA	NA	-0,45840	NA	-0,08447
Onion	-1,73102	1,69377	-1,64818	-2,09875	-0,80636	2,05349	0,23442	NA	-0,92825	NA	0,57093
Onion	0,02748	0,72085	-0,69302	-0,42116	0,15667	-0,51696	-1,30873	NA	0,11571	NA	-1,11291
Onion	-0,85177	0,27916	-0,60445	-0,32565	-0,02702	-0,96729	-0,01476	NA	-0,09099	NA	0,25467
Onion	1,34635	-0,76100	-0,20433	0,04867	0,72808	-0,26741	-0,85217	NA	0,68696	NA	-0,68648
Onion	0,02748	-1,52777	-0,02969	0,18903	2,06790	0,09214	-0,56637	NA	2,10331	NA	-0,15531
Onion	0,68691	0,34889	0,93128	0,80257	-0,80209	-1,05289	0,19137	NA	-0,77618	NA	-0,12710
Onion	-0,41215	-0,04948	1,11142	0,89621	-0,59782	0,03398	2,01427	NA	-0,52575	NA	2,05464
Onion	0,90673	-0,70443	1,13697	0,90908	-0,71936	0,62494	0,30198	NA	-0,58481	NA	-0,79844
Passion_f	NA	-1,38629	-1,23679	-2,60928	-0,51006	1,52689	0,61653	-1,44476	NA	-0,75300	NA
Passion_f	NA	0,98029	-1,04893	-1,25674	-0,51006	0,08552	0,61653	0,05051	NA	0,85857	NA
Passion_f	NA	NA	-1,04893	-1,25674	-0,64169	-0,60177	NA	0,38870	NA	-1,35960	NA
Passion_f	NA	0,92389	-0,61057	-0,26977	-0,64169	0,43754	NA	-0,43745	NA	1,38573	NA
Passion_f	NA	0,97354	-0,42270	-0,03448	0,67460	0,65582	0,61653	NA	NA	NA	NA
Passion_f	NA	NA	-0,42270	-0,03448	-0,64169	0,17044	NA	NA	NA	NA	NA
Passion_f	NA	NA	-0,42270	-0,03448	-0,51006	1,07986	0,61653	0,02635	NA	0,68866	NA
Passion_f	NA	-0,10919	-0,17221	0,21071	-0,24680	0,52115	0,61653	NA	NA	NA	NA
Passion_f	NA	-0,08206	-0,17221	0,21071	-0,11517	0,52115	-0,51654	0,72205	NA	-0,13809	NA
Passion_f	NA	NA	-0,04697	0,31351	-0,64169	-0,36005	-2,73019	-0,79979	NA	NA	NA
Passion_f	NA	-0,63547	0,01566	0,36111	-0,11517	0,65582	0,61653	1,14720	NA	-1,11605	NA
Passion_f	NA	NA	0,01566	0,36111	-0,64169	-0,53758	NA	NA	NA	NA	NA
Passion_f	NA	0,78037	0,20352	0,49139	0,80622	-2,11594	-1,63321	-0,69834	NA	NA	NA
Passion_f	NA	-1,85215	1,14286	0,96507	3,04391	0,45029	-0,06823	NA	NA	NA	NA
Passion_f	NA	-0,41740	2,01957	1,26433	-0,51006	-0,43443	0,61653	-0,90125	NA	NA	NA
Passion_f	NA	0,82446	2,20744	1,31805	1,20111	-2,05472	-2,09772	1,94678	NA	0,43379	NA
Pigeonpea	-1,08562	0,95843	-0,97706	-1,42137	-1,03457	0,97720	0,25410	-1,49459	NA	2,54014	NA
Pigeonpea	-1,32687	0,05534	-0,82380	-1,04736	-0,42149	1,54997	1,85787	-0,36035	NA	-0,51666	NA
Pigeonpea	-0,60312	-0,47422	-0,64499	-0,68475	1,87756	-1,19056	-0,33207	-0,21858	NA	0,58584	NA
Pigeonpea	-1,08562	0,21945	-0,54281	-0,50382	-1,80092	1,27855	0,55939	0,56121	NA	0,65811	NA
Pigeonpea	0,36187	1,03780	-0,49172	-0,41918	-0,42149	-0,17552	0,33678	0,13587	NA	0,34593	NA
Pigeonpea	0,60312	0,80198	-0,38955	-0,25999	-0,26822	0,55276	-0,62055	-0,92747	NA	-0,41099	NA
Pigeonpea	-0,12062	1,48792	-0,26183	-0,07740	-0,42149	-1,44106	0,01140	-0,92747	NA	-0,62659	NA
Pigeonpea	-0,60312	-0,88839	-0,21074	-0,00881	0,49813	0,55814	0,77788	-0,64391	NA	0,34593	NA
Pigeonpea	0,36187	0,55388	-0,18519	0,02462	-0,11495	0,19421	0,21963	0,77388	NA	-1,09800	NA
Pigeonpea	0,36187	-1,42698	0,83657	1,04057	0,19159	-0,57244	0,33872	0,84477	NA	-0,80302	NA
Pigeonpea	1,08562	-1,02920	1,29636	1,36975	0,49813	-0,89765	-1,66186	0,06498	NA	-0,91792	NA
Pigeonpea	2,05062	-1,29602	2,39476	1,98772	1,41775	-0,83360	-1,74129	2,19167	NA	-0,10277	NA
Pumpkin	-0,25140	-0,69567	-0,56879	-1,30471	-0,12437	2,44723	-0,48174	-0,89105	NA	1,30762	NA
Pumpkin	-0,25140	-0,71545	-0,55537	-1,19024	0,20490	1,81598	-0,92166	0,89411	NA	-0,79078	NA
Pumpkin	-1,11333	0,95229	-0,54135	-1,08257	-0,44703	-0,60349	-1,44822	-0,60263	NA	0,04296	NA
Pumpkin	-1,11333	0,32725	-0,53986	-1,07175	1,19154	-1,09242	-0,66767	-0,61882	NA	-0,98690	NA
Pumpkin	0,61054	-0,03500	-0,53566	-1,04181	-0,07389	2,30039	0,47704	1,26754	NA	-1,47804	NA
Pumpkin	-0,25140	0,69510	-0,52900	-0,99599	-0,27198	0,13822	0,82026	0,74535	NA	1,13739	NA
Pumpkin	-0,25140	0,48585	-0,50170	-0,82652	-0,63035	0,19993	-0,55961	-0,99427	NA	0,70974	NA
Pumpkin	-1,11333	0,23791	-0,45711	-0,59736	-1,00229	-1,08853	0,81166	0,15333	NA	-1,00397	NA
Pumpkin	-1,11333	2,92972	-0,41007	-0,39966	-0,81737	-0,51727	-0,75411	-0,45690	NA	-0,79988	NA
Pumpkin	-0,25140	1,69903	-0,36215	-0,23021	-0,50862	-0,89945	0,32491	0,60569	NA	0,28423	NA
Pumpkin	-0,25140	0,10970	-0,32809	-0,12437	1,62366	-0,50820	-0,64051	1,16735	NA	0,18811	NA
Pumpkin	0,61054	-0,59194	-0,31643	-0,09045	1,25302	-1,10149	0,83001	0,21405	NA	1,10295	NA
Pumpkin	0,61054	-0,56084	-0,29595	-0,03336	-1,00891	0,01172	0,39755	-0,87587	NA	1,77030	NA
Pumpkin	-1,11333	-0,64761	-0,28890	-0,01439	1,15106	-0,16017	-0,74486	0,09281	NA	0,21985	NA
Pumpkin	1,47247	-1,13204	-0,17765	0,24707	1,09240	-0,24907	-1,30679	1,30701	NA	-0,29925	NA
Pumpkin	1,47247	-0,52855	-0,15959	0,28402	-0,04484	0,19091	0,03169	NA	NA	NA	NA
Pumpkin	-1,11333	1,22291	-0,15767	0,28789	1,77683	0,17060	0,34769	0,42353	NA	-0,64030	NA
Pumpkin	-1,11333	0,46777	-0,13833	0,32595	-1,03221	0,43551	0,54093	-2,20057	NA	-1,04287	NA
Pumpkin	0,61054	-0,43887	-0,10833	0,38241	-0,24485	0,58914	-0,62004	NA	NA	NA	NA
Pumpkin	1,47247	-0,23169	0,06493	0,66018	1,77364	0,00449	-1,41723	1,31308	NA	-0,80073	NA
Pumpkin	1,47247	-0,06347	0,23791	0,87973	-0,99321	-0,92873	0,25260	-1,72898	NA	1,61748	NA
Pumpkin	1,47247	-0,97855	0,73725	1,33740	-1,02858	-0,04501	2,28150	0,45693	NA	-1,15073	NA
Pumpkin	0,61054	-1,15624	2,02597	2,02041	-0,85841	-1,22624	2,28150	-0,27171	NA	0,61282	NA
Pumpkin	-1,11333	-1,35161	3,90593	2,57835	-0,98012	0,11594	0,16510	NA	NA	NA	NA
Red_clover	-1,28005	-0,92133	-1,21527	-1,81017	1,00256	-0,10993	0,26633	0,10801	NA	-0,18003	NA
Red_clover	-1,28005	1,61034	-0,94780	-1,20075	-0,73672	1,27698	1,45024	-1,02237	NA	1,83293	NA
Red_clover	-1,28005	0,20488	-0,86221	-1,03429	-1,02898	0,22775	-0,78764	-0,87577	NA	-0,87537	NA
Red_clover	0,12388	1,14198	-0,76592	-0,85980	-1,13590	2,04966	2,52774	-1,21653	NA	0,56379	NA
Red_clover	-0,57809	-1,16816	-0,60543	-0,59441	1,43025	-0,18028	-0,72720	1,19143	NA	-0,77668	NA
Red_clover	-1,28005	-1,00641	-0,51984	-0,46396	0,20420	-0,93192	-0,31848	0,83079	NA	-0,53981	NA
Red_clover	0,12388	-1,60977	-0,44495	-0,35533	1,96487	-0,14179	-0,05450	-0,63015	NA	-0,57357	NA
Red_clover	0,82584	-0,19398	-0,34866	-0,22249	0,83149	1,27698	0,70797	0,01120	NA	0,05380	NA
Red_clover	-0,57809	-0,39159	-0,25237	-0,09658	0,16856	0,06177	0,44562	1,85542	NA	-0,79313	NA
Red_clover	0,12388	-0,57834	0,16489	0,38385	0,20420	-1,31370	0,22366	-0,16836	NA	-0,59194	NA
Red_clover	0,12388	0,34049	0,16489	0,38385	-0,32329	0,49977	-0,59544	-0,03579	NA	0,09539	NA
Red_clover	0,12388	0,66222	0,16489	0,38385	0,33964	1,17983	0,38207	0,85932	NA	-0,09682	NA
Red_clover	0,12388	0,69511	0,16489	0,38385	-1,24995	-1,31370	-1,06392	-0,75227	NA	1,56022	NA
Red_clover	0,82584	1,32036	0,46446	0,67793	-1,24995	-1,21708	-1,06392	-1,80004	NA	2,31805	NA
Red_clover	2,22977	1,33024	0,76403	0,94003	-1,24995	-0,06027	-1,06392	-0,23129	NA	-0,76479	NA
