crop,state,site,year,transect,honey_bee,bumble_bee,xylocopa,other_bee,syrphid,wild_bees,all_bees,mean_berry_wt_open_minus_bagged,mean_berry_wt_hand_minus_open,mean_berry_wt_open,mean_berry_wt_bagged,mean_berry_wt_hand,fruit_set_open,fruit_set_bagged,fruit_set_hand
blueberry,bc,16,2014,25,3.333333333,0,0,0,0,0,3.333333333,0.055612688,0.385617081,0.639369375,0.583756686,1.024986456,0.98702381,0.97004329,1.08178744
blueberry,bc,16,2014,50,1.666666667,0,0,0,0,0,1.666666667,0.193522706,0.156927323,0.778563079,0.585040373,0.935490402,0.9775,0.922222222,1.014085639
blueberry,bc,16,2014,100,3.333333333,0,0,0,0,0,3.333333333,0.140455038,0.704377114,0.812815264,0.672360226,1.517192378,0.93422619,0.94510582,0.85983325
blueberry,bc,16,2015,0,11.25,0,0,0,1,0,11.25,0.609112094,-0.003618749,0.85818588,0.249073785,0.854567131,0.948421932,0.963643791,0.890625068
blueberry,bc,16,2015,25,7.25,0.5,0,0,0.25,0.5,7.75,0.255737991,0.318471827,0.573482143,0.317744152,0.89195397,0.854060794,0.996645022,0.965909091
blueberry,bc,16,2015,50,9.25,0.25,0,0,1,0.25,9.5,0.193896874,0.342542806,0.560205342,0.366308468,0.902748148,0.981830699,1.008333333,0.993793752
blueberry,bc,16,2015,100,9.75,0.25,0,0,1,0.25,10,0.43383238,0.300036458,0.77935689,0.34552451,1.079393348,0.928672957,1.010957792,0.973454301
blueberry,bc,17,2013,0,3.5,0,0,0.5,0,0.5,4,0.405104866,0.41115897,0.939907498,0.534802632,1.351066468,0.974937343,0.905112045,0.986842105
blueberry,bc,17,2013,25,3.5,0,0,0.5,0,0.5,4,-0.013486392,0.603592822,0.58525139,0.598737782,1.188844213,0.791005291,0.876999389,1.017236025
blueberry,bc,17,2013,50,2.5,0,0,0,0,0,2.5,0.251001206,0.573426445,0.785011623,0.534010417,1.358438068,0.842986542,0.920386905,0.882246377
blueberry,bc,17,2013,100,2.5,1,0,0,0,1,3.5,0.362184476,0.41835943,0.825589697,0.463405221,1.243949128,0.873250835,0.920833333,0.933201346
blueberry,bc,17,2014,0,0.666666667,0,0,0,0,0,0.666666667,0.656494691,0.517227738,1.160592469,0.504097778,1.677820207,0.87400319,0.842424242,0.987222222
blueberry,bc,17,2014,25,1,0,0,0,0,0,1,0.164076399,1.241164628,0.802353571,0.638277172,2.0435182,0.756473516,0.892464404,0.954477087
blueberry,bc,17,2014,50,0.666666667,0,0,0.333333333,0,0.333333333,1,0.192102749,0.559306569,1.066737202,0.874634454,1.626043771,0.897977023,0.88422619,0.978454659
blueberry,bc,17,2014,100,0.666666667,0.333333333,0,0.333333333,0,0.666666667,1.333333333,0.237649509,0.341754498,1.020211257,0.782561748,1.361965756,0.858344474,0.769241221,0.950328407
blueberry,mi,18,2013,0,7.333333333,0,0,0.666666667,0,0.666666667,8,0.627956522,-0.076789474,1.041,0.413043478,0.964210526,0.9375,1.095238095,0.863636364
blueberry,mi,18,2013,25,11.66666667,0,0,0.333333333,0,0.333333333,12,0.462756747,0.250569952,0.973722841,0.510966095,1.224292794,0.953502415,0.840403662,0.923340961
blueberry,mi,18,2013,50,9,0,0,0.333333333,0,0.333333333,9.333333333,0.745197699,-0.023071926,1.037412152,0.292214452,1.014340226,0.967199248,0.666300366,0.867647059
blueberry,mi,18,2013,100,7,0,0,0,0,0,7,0.193429383,-0.001521793,0.897982955,0.704553571,0.896461161,0.882423372,0.74877451,0.967767857
blueberry,mi,18,2014,0,34.66666667,0,0,0.333333333,0,0.333333333,35,0.951094765,-0.187961281,1.118402458,0.167307692,0.930441176,0.822808215,0.655272693,0.941452991
blueberry,mi,18,2014,25,33.66666667,0,0.333333333,0.333333333,0,0.666666667,34.33333333,0.569435407,-0.001262295,0.935192982,0.365757576,0.933930687,0.951218709,0.402720035,0.882295322
blueberry,mi,18,2014,50,29.66666667,0.666666667,0,0,0,0.666666667,30.33333333,0.600521524,-0.004488726,0.969074156,0.368552632,0.96458543,0.935897436,0.651054464,1.0102657
blueberry,mi,18,2014,100,32,0,0,0,0,0,32,0.843192308,-0.029623775,1.252583333,0.409391026,1.222959559,0.885416667,0.781666667,0.87535014
blueberry,mi,18,2015,0,13.5,0,0,0.5,0,0.5,14,0.416119433,0.151812075,0.949747379,0.533627946,1.101559454,0.916569201,0.745701058,0.724834415
blueberry,mi,18,2015,25,17,0,0,0,0.166666667,0,17,0.601456477,0.323648328,1.065815273,0.464358796,1.389463602,0.9375,0.801551957,0.897642585
blueberry,mi,18,2015,50,10,0,0,0.166666667,0,0.166666667,10.16666667,0.155818278,0.460121026,0.851411712,0.695593434,1.311532738,0.864795322,0.634802019,0.881475626
blueberry,mi,18,2015,100,11.16666667,0,0,0.5,0.166666667,0.5,11.66666667,0.664530356,0.041171766,1.165018074,0.500487718,1.20618984,0.925324675,1.010928126,0.909772727
blueberry,mi,19,2013,0,31,0.666666667,0.333333333,1.666666667,0,2.666666667,33.66666667,0.720416667,-0.080554007,1.394537037,0.67412037,1.31398303,0.869514964,0.446212121,0.767536232
blueberry,mi,19,2013,25,27.33333333,1,0.333333333,0.666666667,0,2,29.33333333,0.46626667,0.124954102,0.962868464,0.496601794,1.087822567,0.895172686,0.407422969,1.016666667
blueberry,mi,19,2013,50,20.66666667,2,0.333333333,1,0,3.333333333,24,0.02194096,0.001061726,0.948627468,0.926686508,0.949689194,0.852284427,0.239751553,0.820036085
blueberry,mi,19,2013,100,23,0.666666667,0,0,0,0.666666667,23.66666667,0.864124934,-0.061395385,1.262664616,0.398539683,1.201269231,0.785,0.429473304,0.92654321
blueberry,mi,19,2014,0,27.66666667,0.333333333,0,0,0,0.333333333,28,0.708857073,-0.043401985,1.794077312,1.085220238,1.750675327,0.58087406,0.567890443,0.877801634
blueberry,mi,19,2014,25,25,1,0,0.333333333,0,1.333333333,26.33333333,1.538741306,-0.156336039,2.466264454,0.927523148,2.309928416,0.903174603,0.70410628,0.824618736
blueberry,mi,19,2014,50,17,1,0.333333333,0.333333333,0,1.666666667,18.66666667,1.065898736,0.101570121,1.915880952,0.849982216,2.017451073,0.964102564,0.847902098,0.800369458
blueberry,mi,19,2014,100,12,1,0,0,0,1,13,0.978401524,0.216853175,1.860666667,0.882265143,2.077519841,0.692016317,0.820802005,0.9
blueberry,mi,19,2015,0,17.66666667,0,0,1.333333333,0,1.333333333,19,0.53443348,0.106204639,1.293461257,0.759027778,1.399665897,0.888528139,0.266321754,0.914855072
blueberry,mi,19,2015,25,20.33333333,0,0,0.666666667,0,0.666666667,21,0.749795482,-0.126328671,1.282136752,0.53234127,1.155808081,0.594444444,0.481844975,0.899792961
blueberry,mi,19,2015,50,12.66666667,0,0,0.333333333,0.333333333,0.333333333,13,0.672321429,0.050694444,0.89375,0.221428571,0.944444444,0.941176471,0.933333333,0.782608696
blueberry,mi,19,2015,100,5.333333333,0,0,0.666666667,0,0.666666667,6,0.870833333,-0.370833333,1.2375,0.366666667,0.866666667,0.615384615,0.315789474,1.170731707
blueberry,mi,20,2013,0,6.25,0.25,0,4.75,0,5,11.25,0.510965914,-0.161536658,0.998757937,0.487792023,0.837221279,0.91043771,0.843859649,0.994444444
blueberry,mi,20,2013,25,9.75,0.25,0,1.75,0,2,11.75,0.550035692,-0.020895146,0.961446803,0.411411111,0.940551657,0.855882353,0.766893285,0.942708333
blueberry,mi,20,2013,50,7.25,0.25,0,0,0,0.25,7.5,0.283250074,0.498008547,1.065491453,0.782241379,1.5635,1.029411765,0.853679654,0.821428571
blueberry,mi,20,2013,100,7.75,0,0,0.75,0,0.75,8.5,0.782115385,-0.323064103,1.333333333,0.551217949,1.010269231,0.733201581,0.411458333,0.903225806
blueberry,mi,20,2014,0,13.66666667,2.666666667,0,1.666666667,0,4.333333333,18,0.447258913,-0.058033422,1.246886364,0.799627451,1.188852941,0.966173362,0.916118421,0.886363636
blueberry,mi,20,2014,25,13.33333333,0.666666667,0,0.333333333,0,1,14.33333333,0.587767386,0.075427683,0.833870112,0.246102726,0.909297795,0.987373737,0.461453783,0.906479978
blueberry,mi,20,2014,50,13.33333333,0.666666667,0,0.333333333,0,1,14.33333333,0.551859992,0.101363673,0.751489621,0.19962963,0.852853295,0.595389924,0.423818833,1.001633987
blueberry,mi,20,2014,100,8,0,0,0,0,0,8,0.185982393,0.237225862,0.706595946,0.520613553,0.943821808,0.940795012,0.420843401,0.689313994
blueberry,mi,20,2015,0,12,0.666666667,0,0.666666667,0.333333333,1.333333333,13.33333333,1.319672619,-0.27485119,1.823958333,0.504285714,1.549107143,0.695238095,0.442592593,0.807096774
blueberry,mi,20,2015,25,11.66666667,0,0,0.666666667,0,0.666666667,12.33333333,0.409368961,0.269710184,1.13083779,0.721468829,1.400547974,0.709407928,0.625089606,0.923558897
blueberry,mi,20,2015,50,10,0,0,0,0,0,10,0.722282609,0.528375286,1.134782609,0.4125,1.663157895,1.095238095,0.355555556,0.826086957
blueberry,mi,20,2015,100,4.666666667,0,0,0.333333333,0.333333333,0.333333333,5,0.621167792,-0.311589361,1.399964088,0.778796296,1.088374728,0.760779663,0.557912576,0.816723132
blueberry,mi,21,2013,0,14,0,0,3.666666667,0,3.666666667,17.66666667,0.933254066,-0.235147229,1.402648863,0.469394796,1.167501634,0.745123106,0.355351405,0.903703873
blueberry,mi,21,2013,25,18,0.333333333,0,0,0,0.333333333,18.33333333,0.498658608,-0.0731681,0.950952381,0.452293773,0.877784281,0.818428723,0.675057327,0.945109078
blueberry,mi,21,2013,50,15.33333333,0,0,0.333333333,0,0.333333333,15.66666667,0.445779829,0.150354303,0.909734077,0.463954248,1.06008838,0.856519638,0.384125189,0.89418956
blueberry,mi,21,2013,100,17.66666667,0,0,0,0,0,17.66666667,0.321302621,0.245839536,0.842469287,0.521166667,1.088308824,0.951648352,0.302556818,0.743174924
blueberry,mi,21,2014,0,25.66666667,0,0.333333333,0.666666667,0,1,26.66666667,1.183662276,-0.433960825,1.694698373,0.511036096,1.260737548,0.996969697,0.755735493,0.954850088
blueberry,mi,21,2014,25,27,0.333333333,0,0.666666667,0,1,28,1.180152958,0.313893745,1.638287879,0.458134921,1.952181624,1.01754386,0.562321937,0.94212963
blueberry,mi,21,2014,50,21.33333333,0.333333333,0,0,0,0.333333333,21.66666667,1.12403391,-0.084586275,1.50519067,0.38115676,1.420604396,1.007088989,0.804166667,0.994230769
blueberry,mi,21,2014,100,24,1,0.333333333,0.333333333,0,1.666666667,25.66666667,0.778247475,-0.122442822,1.42319697,0.644949495,1.300754148,0.96884058,0.958333333,0.908333333
blueberry,mi,21,2015,0,5,0,0,0,0,0,5,1.091287879,-0.047879721,1.483511905,0.392224026,1.435632184,0.662165817,0.515781251,0.798758467
blueberry,mi,21,2015,25,9.5,0,0,0,0,0,9.5,0.196182336,0.089960128,1.307222222,1.111039886,1.39718235,0.860446743,0.582991202,0.819415569
blueberry,mi,21,2015,50,4,0,0,0.5,0,0.5,4.5,0.696394826,0.391714855,1.306657318,0.610262492,1.698372174,0.804644269,0.505673688,0.943976035
blueberry,mi,21,2015,100,7.5,0,0,0,0,0,7.5,0.819732824,0.549120859,1.35175,0.532017176,1.900870859,0.759724015,0.641369048,0.826889586
blueberry,mi,22,2013,0,8,0,0,1.333333333,0,1.333333333,9.333333333,0.523900809,0.176755646,1.011950192,0.488049383,1.188705837,0.864824718,0.566080156,0.989272031
blueberry,mi,22,2013,25,9.333333333,0.333333333,0,0.666666667,0,1,10.33333333,0.406807749,-0.107456243,0.931930556,0.525122807,0.824474312,0.678835979,0.528732906,0.796843434
blueberry,mi,22,2013,50,9.666666667,0,0.333333333,0.666666667,0,1,10.66666667,0.399489018,0.165526281,0.886864719,0.4873757,1.052391,0.800017607,0.776866029,0.879487179
blueberry,mi,22,2013,100,10,0,0,0,0,0,10,0.113788395,-0.019342513,0.778321139,0.664532743,0.758978626,0.883201952,0.610294118,0.906703944
blueberry,mi,22,2014,0,20.25,0.75,0,2.75,0,3.5,23.75,0.610352478,0.182273753,1.348011209,0.73765873,1.530284961,1.047452547,0.750757576,1.355482934
blueberry,mi,22,2014,25,16.5,2.25,0,0.5,0,2.75,19.25,0.57472123,-0.010386872,1.416854167,0.842132937,1.406467295,0.993548387,0.722359877,1.067788462
blueberry,mi,22,2014,50,8.25,0,0,0,0,0,8.25,0.234164452,0.324881676,0.895662768,0.661498316,1.220544444,0.889919604,0.847619048,0.944677871
blueberry,mi,22,2014,100,10.75,0.5,0,0,0,0.5,11.25,0.369061237,0.139197086,0.864073864,0.495012626,1.00327095,0.76152316,0.790022716,0.933733289
blueberry,mi,22,2015,0,22.33333333,1,0,1.333333333,0.333333333,2.333333333,24.66666667,0.417526865,0.483541247,0.659105812,0.241578947,1.142647059,1.806467181,0.409259259,1.052631579
blueberry,mi,22,2015,25,22.33333333,0.333333333,0,0.333333333,0,0.666666667,23,-0.230510661,0.677983294,0.491671878,0.72218254,1.169655172,0.984814815,0.626475376,0.828888889
blueberry,mi,22,2015,50,17,0,0,0.666666667,0,0.666666667,17.66666667,0.115238095,0.149945491,0.704761905,0.58952381,0.854707396,0.766598916,0.627077077,0.997830688
blueberry,mi,22,2015,100,12.66666667,0.333333333,0,0,0,0.333333333,13,-0.004160839,0.572115385,0.515384615,0.519545455,1.0875,0.854529617,0.874269006,0.902187902
blueberry,mi,23,2013,0,23.66666667,0.333333333,0,0.666666667,0,1,24.66666667,0.866807135,-0.146524581,1.295217391,0.428410256,1.14869281,0.991880342,0.747159091,0.986363636
blueberry,mi,23,2013,25,19,0.333333333,0,0,0,0.333333333,19.33333333,0.856071042,-0.262246051,1.233485228,0.377414187,0.971239177,0.826261148,0.641578832,0.871764706
blueberry,mi,23,2013,50,17,1,0,0.333333333,0,1.333333333,18.33333333,0.528474994,0.037929083,1.064810464,0.53633547,1.102739547,1.028679654,0.715285633,0.837533156
blueberry,mi,23,2013,100,15,0,0,0,0,0,15,0.631886913,-0.129215016,1.040592593,0.40870568,0.911377577,0.918981481,0.803115683,0.868452381
blueberry,mi,23,2014,0,28,4.333333333,0,1.666666667,0,6,34,0.475458333,0.406664263,0.737458333,0.262,1.144122596,0.523755656,0.53125,0.889943074
blueberry,mi,23,2014,25,21.33333333,0.333333333,0,0,0,0.333333333,21.66666667,0.255079365,0.370873016,0.87952381,0.624444444,1.250396825,0.898059965,0.207219251,0.665401484
blueberry,mi,23,2014,50,20.66666667,0,0,0,0,0,20.66666667,0.467302053,0.113563748,0.735483871,0.268181818,0.849047619,1.068965517,0.6875,0.65625
blueberry,mi,23,2014,100,7,0,0,0.333333333,0,0.333333333,7.333333333,0.417887492,0.049748548,1.046594045,0.628706553,1.096342593,0.825159642,0.37361565,0.709829386
blueberry,mi,23,2015,25,4.5,0,0,0,0,0,4.5,0.814063252,-0.010233062,1.344155844,0.530092593,1.333922782,0.68904321,0.672727273,0.774288942
blueberry,mi,23,2015,50,6,0,0,0,0,0,6,0.823080433,0.321425216,1.241094322,0.418013889,1.562519539,0.816118012,0.565205628,0.798450821
blueberry,mi,23,2015,100,6.5,0,0,0,0,0,6.5,0.69164919,0.263904762,1.237047619,0.545398429,1.500952381,0.811546841,0.521990741,0.648148148
blueberry,mi,14,2013,0,15.25,0,0,0.25,0,0.25,15.5,0.49872023,0.000278642,0.835984615,0.337264385,0.836263258,0.934886294,0.537116858,0.910984848
blueberry,mi,14,2013,25,10.75,0,0,0,0,0,10.75,0.421036494,-0.050392886,0.926799136,0.505762642,0.87640625,1.027493687,0.901628098,0.938076416
blueberry,mi,14,2013,50,4.5,0,0,0,0,0,4.5,0.085707937,0.089519483,0.780635196,0.694927258,0.870154679,0.813889961,0.615128205,0.92431562
blueberry,mi,14,2013,100,6.25,0,0,0,0,0,6.25,0.292972454,0.267251195,0.915780948,0.622808494,1.183032143,0.870125534,0.676934524,0.877053179
blueberry,mi,14,2014,0,23.5,0,0,0,0,0,23.5,0.653073124,0.251613625,0.912091503,0.259018379,1.163705128,0.743386243,0.873099415,0.920634921
blueberry,mi,14,2014,25,19.5,0,0,0,0,0,19.5,0.173031614,0.867939713,0.818816239,0.645784625,1.686755952,1.011904762,1.111111111,1.077777778
blueberry,mi,14,2014,50,16.75,0,0,0,0,0,16.75,0.928661401,-0.204061168,1.23645902,0.307797619,1.032397852,0.902875112,0.616425241,0.839946705
blueberry,mi,14,2014,100,17,0,0,0,0,0,17,0.57950618,0.13859695,1.087826765,0.508320585,1.226423715,0.862405303,0.917142857,0.940277778
blueberry,mi,14,2015,0,27.25,0.25,0,0.5,0,0.75,28,0.319720497,-0.030434783,1.030434783,0.710714286,1,0.92,1,0.483870968
blueberry,mi,14,2015,25,10.75,0.25,0,0,0.25,0.25,11,0.390252578,0.363679801,1.248559783,0.858307205,1.612239583,0.740679825,0.887025745,0.915735447
blueberry,mi,14,2015,50,8.375,0,0,0,0.25,0,8.375,0.085767714,0.410674944,1.007389706,0.921621992,1.41806465,0.620044172,0.509510126,0.980840665
blueberry,mi,14,2015,100,9.125,0,0,0.125,0,0.125,9.25,0.493199477,0.367980171,0.967713366,0.474513889,1.335693537,0.733592078,0.595019157,0.957966764
blueberry,mi,25,2013,0,30.66666667,0,0.333333333,3,0,3.333333333,34,0.521386059,-0.048568046,1.066115591,0.544729532,1.017547545,0.913142231,0.53968254,0.764814815
blueberry,mi,25,2013,100,20.33333333,0,0.333333333,0.333333333,0,0.666666667,21,0.425792045,0.102192743,0.957292045,0.5315,1.059484788,0.776785714,0.132515633,0.801764811
blueberry,mi,25,2014,0,24,2,0,2.333333333,0,4.333333333,28.33333333,1.004458333,0.249715517,1.3455,0.341041667,1.595215517,1.106334842,0.863636364,0.962301587
blueberry,mi,25,2014,25,34.33333333,0.333333333,0,0.666666667,0,1,35.33333333,1.334041667,-0.140684211,1.869444444,0.535402778,1.728760234,1.237373737,0.547250031,0.942028986
blueberry,mi,25,2014,50,37.66666667,0.666666667,0,0.333333333,0,1,38.66666667,0.888317308,0.341755952,1.290625,0.402307692,1.632380952,0.842105263,0.764705882,0.875
blueberry,mi,25,2014,100,29.33333333,0.333333333,0.333333333,0.666666667,0,1.333333333,30.66666667,0.684098485,-0.16626581,0.965613636,0.281515152,0.799347826,0.80952381,0.478701826,0.793333333
blueberry,mi,25,2015,0,13,0.5,0,0.5,0.5,1,14,1.603030303,-0.173863636,2.136363636,0.533333333,1.9625,0.956521739,0.12,0.648648649
blueberry,mi,25,2015,25,14,0.5,0,0.5,0,1,15,0.987695925,-0.499869127,1.362695925,0.375,0.862826797,0.703759398,0.072196621,0.954166667
blueberry,mi,26,2013,0,33,0,0,0.333333333,0,0.333333333,33.33333333,0.618132679,-0.221565741,0.99760323,0.379470551,0.77603749,0.762674825,0.642191142,0.77827381
blueberry,mi,26,2013,25,19.33333333,0,0,0,0,0,19.33333333,1.111316739,-0.436661373,1.363777056,0.252460317,0.927115683,0.917672414,0.716880342,0.705665025
blueberry,mi,26,2013,50,18,0,0,0,0,0,18,0.914521008,-0.257817872,1.187884224,0.273363215,0.930066352,0.864186508,0.56621722,0.691025641
blueberry,mi,26,2013,100,15,0,0,0,0,0,15,0.798563283,-0.054664245,1.120313283,0.32175,1.065649038,0.833043478,0.117424242,0.717073171
blueberry,mi,26,2014,0,31.66666667,0,0,0,0,0,31.66666667,0.551300505,-0.11040885,1.249886364,0.698585859,1.139477513,0.841503268,0.615384615,0.814478114
blueberry,mi,26,2014,25,25,0.333333333,0,0,0,0.333333333,25.33333333,0.922906273,-0.108750679,1.24489491,0.321988636,1.136144231,0.838068182,0.447474362,0.839476909
blueberry,mi,26,2014,50,21.33333333,0.333333333,0,1,0,1.333333333,22.66666667,0.836909722,-0.400437979,1.130770833,0.293861111,0.730332854,0.868055556,0.827838828,0.837041227
blueberry,mi,26,2014,100,18.33333333,0,0,0,0,0,18.33333333,0.7989689,-0.019148532,1.149605263,0.350636364,1.130456731,0.863043478,0.770833333,0.825652842
blueberry,mi,26,2015,0,10,0,0,0,0,0,10,1.733888889,-0.31031746,2.238888889,0.505,1.928571429,0.857142857,0.769230769,0.848484848
blueberry,mi,26,2015,25,10,0,0,0,0,0,10,0.944419935,-0.317301587,1.587777778,0.643357843,1.27047619,0.606335283,0.801486068,1.04040404
blueberry,mi,26,2015,50,10,0,0,0,0,0,10,0.90862586,0.208245485,1.555643404,0.647017544,1.763888889,0.907968575,0.569382716,0.766063348
blueberry,mi,26,2015,100,17.75,0,0,0,0.25,0,17.75,0.519586956,-0.274965384,1.39319224,0.873605284,1.118226856,0.771650327,0.691280193,1.002819326
blueberry,mi,27,2013,0,20.66666667,0,0,0,0,0,20.66666667,0.188509607,0.243381418,0.726092941,0.537583333,0.969474359,0.853172413,0.150457584,0.961323392
blueberry,mi,27,2013,25,18.33333333,0,0,0,0,0,18.33333333,0.413017637,0.024560507,0.842898589,0.429880952,0.867459096,0.708235773,0.248163143,0.93452381
blueberry,mi,27,2013,50,14,0,0,0,0,0,14,0.15003405,0.355673537,0.610867384,0.460833333,0.966540921,0.764093137,0.267354597,0.927801724
blueberry,mi,27,2013,100,13.33333333,0,0,0,0,0,13.33333333,0.197263516,0.123268582,0.551609195,0.354345679,0.674877778,0.960858586,0.399701332,0.814384921
blueberry,mi,27,2014,0,24,0.333333333,0,1,0,1.333333333,25.33333333,1.137463148,-0.137111472,2.008035714,0.870572567,1.870924242,0.912015078,0.947254902,0.739834002
blueberry,mi,27,2014,25,36.66666667,0.666666667,0,0.333333333,0,1,37.66666667,0.583496688,0.005263029,0.964665669,0.381168981,0.969928699,1.109760032,0.696060038,0.907368421
blueberry,mi,27,2014,50,39.33333333,1,0.333333333,0.666666667,0,2,41.33333333,0.803130189,-0.091288375,1.140058761,0.336928571,1.048770385,0.791747835,0.607638889,1.026339286
blueberry,mi,27,2014,100,25,0.333333333,0,1,0,1.333333333,26.33333333,0.898720983,-0.109899036,1.321463948,0.422742965,1.211564912,0.855059524,0.517829821,0.821200511
blueberry,mi,27,2015,0,25.5,0,0,0,1,0,25.5,0.793324196,0.007535573,1.313011696,0.5196875,1.320547269,0.779563492,0.404933159,0.998781676
blueberry,mi,27,2015,25,26,0,0,0.5,2,0.5,26.5,1.105861228,-0.733475362,1.616798728,0.5109375,0.883323365,0.859682964,0.334511316,0.789928576
blueberry,mi,27,2015,50,12,0,0,0,1,0,12,0.641213394,-0.234617545,1.221327031,0.580113636,0.986709486,0.558905499,0.594146387,0.895870871
blueberry,mi,27,2015,100,19.5,0,0,0,0.5,0,19.5,0.931059706,-0.806805083,1.832112299,0.901052593,1.025307216,0.764880952,0.545725108,0.805609886
blueberry,mi,28,2013,0,12.66666667,0,0,1,0,1,13.66666667,0.887925509,-0.111792844,1.43706586,0.549140351,1.325273016,0.940730838,0.721751337,0.89246633
blueberry,mi,28,2013,25,13.33333333,0,0,1.333333333,0,1.333333333,14.66666667,0.567730106,-0.056853483,1.267932127,0.70020202,1.211078644,0.871639785,0.376783626,0.979748965
blueberry,mi,28,2013,50,11.66666667,0,0,0,0,0,11.66666667,0.657170566,0.122350076,1.278521635,0.621351068,1.400871711,0.8624871,0.740315315,1.013798701
blueberry,mi,28,2013,100,14.33333333,0,0.333333333,0.333333333,0,0.666666667,15,0.215605716,0.178359674,0.86795977,0.652354054,1.046319444,0.931318681,0.874039939,0.867877493
blueberry,mi,28,2014,0,31.66666667,2,0,0.666666667,0,2.666666667,34.33333333,1.010838207,-0.404553377,1.439259259,0.428421053,1.034705882,0.870967742,0.904761905,1.0625
blueberry,mi,28,2014,25,29.66666667,1.333333333,0,0.666666667,0,2,31.66666667,0.491275794,0.135683271,0.869053571,0.377777778,1.004736842,0.867658276,0.342424242,0.875362319
blueberry,mi,28,2014,50,28,1.333333333,0,0.333333333,0,1.666666667,29.66666667,0.625460317,0.464969203,0.92568254,0.300222222,1.390651743,1.07345191,0.281954887,0.998537318
blueberry,mi,28,2014,100,23.33333333,0.666666667,0,0.333333333,0,1,24.33333333,0.536024691,0.184546115,0.856765432,0.320740741,1.041311547,0.946085165,0.317434716,0.821973629
blueberry,mi,28,2015,0,16,0.25,0,0,0,0.25,16.25,1.11300337,0.075456041,1.444439793,0.331436423,1.519895833,0.827223494,0.675854037,0.814097744
blueberry,mi,28,2015,25,18.75,0,0,0,0,0,18.75,0.90002886,0.102816169,1.406139971,0.506111111,1.50895614,0.896868687,0.378968254,0.886711189
blueberry,mi,28,2015,50,21,0.25,0,0,0,0.25,21.25,1.147781385,-0.17464036,1.476948052,0.329166667,1.302307692,0.82826087,0.522727273,0.85
blueberry,mi,28,2015,100,16,0,0,0,0,0,16,0.565820345,0.283506205,0.845156695,0.27933635,1.1286629,0.675194661,0.504959393,0.83908046
blueberry,mi,29,2013,0,5.5,0.5,0,1,0,1.5,7,0.286592445,0.271471396,0.930903604,0.64431116,1.202375,0.948621554,0.824258226,0.93619711
blueberry,mi,29,2013,25,4.5,0,0,0.25,0,0.25,4.75,0.372565647,0.010014604,0.978253742,0.605688095,0.988268346,0.933869949,0.812872024,0.888636364
blueberry,mi,29,2013,50,6.75,0.5,0,0,0,0.5,7.25,0.381588647,0.117007276,1.135370758,0.753782112,1.252378035,0.786517344,0.94952381,0.931818182
blueberry,mi,29,2014,0,35,1,0,2,0,3,38,0.459956349,0.12363466,0.870611111,0.410654762,0.994245771,0.763924398,0.439618912,0.914712644
blueberry,mi,29,2014,25,28.66666667,0.333333333,0,1,0,1.333333333,30,0.325952564,0.519116117,0.59107619,0.265123626,1.110192308,0.9375,0.911764706,1.071428571
blueberry,mi,29,2014,50,23.66666667,1,0,0,0,1,24.66666667,0.94975387,-0.033389093,1.293161765,0.343407895,1.259772672,0.976388889,0.569420346,0.811309524
blueberry,mi,29,2015,0,20.66666667,1,0,0,0,1,21.66666667,0.661573413,0.180005984,0.925809524,0.264236111,1.105815508,0.828153153,0.513320659,1.107509158
blueberry,mi,29,2015,25,26,0.166666667,0,0.166666667,0.166666667,0.333333333,26.33333333,0.190238095,0.368428571,0.503571429,0.313333333,0.872,1,0.909090909,1.086956522
blueberry,mi,29,2015,50,20.25,0,0,0,0,0,20.25,0.350634143,-0.013660969,1.189814815,0.839180672,1.176153846,1.036945813,0.791612903,0.819444444
blueberry,mi,30,2013,0,13,1,0,3.333333333,0,4.333333333,17.33333333,0.568888496,-0.268774114,1.247546027,0.678657531,0.978771913,0.838303731,0.509178459,0.921685037
blueberry,mi,30,2013,25,15.66666667,0,0.666666667,2.333333333,0,3,18.66666667,0.128368584,0.269244636,0.884180272,0.755811688,1.153424908,0.738095238,0.459188661,0.885732323
blueberry,mi,30,2013,50,12.33333333,1,0.333333333,0.666666667,0,2,14.33333333,0.433237286,-0.075031441,1.108694444,0.675457158,1.033663004,0.827178822,0.777335165,0.77578328
blueberry,mi,30,2013,100,15,1,0,0,0,1,16,0.563374937,0.117273455,1.178628205,0.615253268,1.29590166,0.699675803,0.57350235,0.808406647
blueberry,mi,30,2014,0,30,1.333333333,0.666666667,3.333333333,0,5.333333333,35.33333333,1.200859332,0.499212255,1.31363711,0.112777778,1.812849365,1.034965035,0.580495356,1.026565465
blueberry,mi,30,2014,25,26,1.666666667,0,3,0,4.666666667,30.66666667,1.461917314,0.124302198,1.804269231,0.342351916,1.928571429,0.918831169,0.932828283,1.035714286
blueberry,mi,30,2014,50,25.33333333,2.333333333,0,1.333333333,0,3.666666667,29,1.31062557,-0.203119133,1.482477422,0.171851852,1.279358289,0.895980392,0.584919786,0.782395382
blueberry,mi,30,2014,100,13,2,0,1.666666667,0,3.666666667,16.66666667,0.996904684,-0.058634506,1.286448107,0.289543424,1.227813602,0.906693712,0.704544651,0.865301724
blueberry,mi,30,2015,0,16.5,0,0,1.5,0,1.5,18,1.359585538,-0.385300926,1.835,0.475414462,1.449699074,0.515873016,0.481896462,0.681998557
