Organism_ID,Family,Guild,Data_version
Trigona (Lepidotrigona) terminata,Apidae,other_wild_bees,Kleijn
"Trigona (Heterotrigona, Sulawesi) sp. 1",Apidae,other_wild_bees,Kleijn
Trigona (Sulawesi) sp.,Apidae,other_wild_bees,Kleijn
"Trigona (Heterotrigona, Sulawesi) sp. 2",Apidae,other_wild_bees,Kleijn
Apis nigrocinta binghami,Apidae,other_wild_bees,Kleijn
Heriades (Sulawesi) sp. 1,Megachilidae,other_wild_bees,Kleijn
Xylocopa (Zonohirsuta) dejeanii,Apidae,other_wild_bees,Kleijn
Xylocopa (Koptortosoma) smithii,Apidae,other_wild_bees,Kleijn
Xylocopa (Koptortosoma) aestuans,Apidae,other_wild_bees,Kleijn
Amegilla whiteheadi,Apidae,other_wild_bees,Kleijn
Amegilla (Sulawesi) sp. aff. samarensis,Apidae,other_wild_bees,Kleijn
Heriades (Sulawesi) sp. 2,Megachilidae,other_wild_bees,Kleijn
"Patellapis (Pachyhalictus, Sulawesi) sp.",Halictidae,other_wild_bees,Kleijn
Creightonella frontalis atrata,Megachilidae,other_wild_bees,Kleijn
Chalicodoma (Eumegachinana) tub. tuberculatum,Megachilidae,other_wild_bees,Kleijn
Chalicodoma (Callomegachile) terminale,Megachilidae,other_wild_bees,Kleijn
Paracella (Sulawesi) sp. 1,NA,other_wild_bees,Kleijn
Torridapis ducalis,NA,other_wild_bees,Kleijn
Megachile (Sulawesi) sp. aff. bakeri,Megachilidae,other_wild_bees,Kleijn
Paracella (Sulawesi) sp. 2,NA,other_wild_bees,Kleijn
Coelioxys smithii,Megachilidae,other_wild_bees,Kleijn
Nomia (Thoraconomia) thoracica,NA,other_wild_bees,Kleijn
Ceratina (Ceratinidia) rugifrons,Apidae,other_wild_bees,Kleijn
Lipotriches (Sulawesi) sp.,Halictidae,other_wild_bees,Kleijn
Halictidae (Sulawesi) sp. 21,Halictidae,other_wild_bees,Kleijn
Halictidae (Sulawesi) sp. 22,Halictidae,other_wild_bees,Kleijn
Thyreus nitidus quartinae,Apidae,other_wild_bees,Kleijn
Amegilla (Sulawesi) sp. zonata-group,Apidae,other_wild_bees,Kleijn
Chalicodoma (Callomegachile) incisum,Megachilidae,other_wild_bees,Kleijn
Halictidae (Sulawesi) sp. 9,Halictidae,other_wild_bees,Kleijn
Halictidae (Sulawesi) sp. 18,Halictidae,other_wild_bees,Kleijn
Xylocopa.sp.,Apidae,other_wild_bees,Kleijn
Honeybees,NA,honeybees,Kleijn
Bee,NA,other_wild_bees,Kleijn
Honeybee,NA,honeybees,Kleijn
Nannotrigona mellaria,Apidae,other_wild_bees,Kleijn
Partamona cupira / Trigona fussipennis / Trigona corvina,Apidae,other_wild_bees,Kleijn
Plebeia jatiformis,Apidae,other_wild_bees,Kleijn
Plebia frontalis,Apidae,other_wild_bees,Kleijn
Trigona (Tetragona) clavipes,Apidae,other_wild_bees,Kleijn
Trigona (tetragonisca) angustula,Apidae,other_wild_bees,Kleijn
Trigona dorsalis,Apidae,other_wild_bees,Kleijn
Trigona fulviventris,Apidae,other_wild_bees,Kleijn
Trigonisca sp.,Apidae,other_wild_bees,Kleijn
Native-summ,NA,other_wild_bees,Kleijn
Melipona fasciata,Apidae,other_wild_bees,Kleijn
Huge Black 2002,NA,NA,Kleijn
Xylocopa spp.,Apidae,other_wild_bees,Kleijn
Dialictus sp. 2,Halictidae,other_wild_bees,Kleijn
Nanotrigona testaceicornis,Apidae,other_wild_bees,Kleijn
Halictus hesperus,Halictidae,other_wild_bees,Kleijn
Plebia sp. 2,Apidae,other_wild_bees,Kleijn
Xylocopa tabaniformis,Apidae,other_wild_bees,Kleijn
Ceratina eximia,Apidae,other_wild_bees,Kleijn
Ceratina ignara,Apidae,other_wild_bees,Kleijn
Augochlora aurifera,Halictidae,other_wild_bees,Kleijn
Melipona beechiie,Apidae,other_wild_bees,Kleijn
Euluema,NA,other_wild_bees,Kleijn
Melipona beechiie (Bennett),Apidae,other_wild_bees,Kleijn
Bombus lucorum agg,Apidae,bumblebees,Kleijn
Lasioglossum sp1,Halictidae,wild_bees,Kleijn
Vespula sp1,Vespidae,non_bee_hymenoptera,Kleijn
Tipula sp1,Tipulidae,other_flies,Kleijn
Sphecodes sp1,Halictidae,wild_bees,Kleijn
Vanessa atalanta,Nymphalidae,lepidoptera,Kleijn
Colletes succinctus,Colletidae,wild_bees,Kleijn
Eristalis nemorum,Syrphidae,syrphids,Kleijn
Parasyrphus punctulatus,Syrphidae,syrphids,Kleijn
Mesembrina sp1,Muscidae,other_flies,Kleijn
Melanostoma dubium,Syrphidae,syrphids,Kleijn
Scathophaga sp1,Scathophagidae,other_flies,Kleijn
Melanostoma millinum,Syrphidae,syrphids,Kleijn
Anthomyiidae sp5,Anthomyiidae,non_bee_hymenoptera,Kleijn
Bibionidae sp1,Bibionidae,other_flies,Kleijn
Eristalis picea,Syrphidae,syrphids,Kleijn
Pieris napi,Pieridae,lepidoptera,Kleijn
Platycheirus Scambus,Syrphidae,syrphids,Kleijn
Andrena sp3,Andrenidae,wild_bees,Kleijn
Muscidae sp3,Muscidae,other_flies,Kleijn
Muscidae sp5,Muscidae,other_flies,Kleijn
Stratiomydae sp1,Stratiomyidae,other_flies,Kleijn
Anthomyiidae sp4,Anthomyiidae,non_bee_hymenoptera,Kleijn
Cantharis obscura,Cantharidae,beetles,Kleijn
Epistrophe grossulariae,Syrphidae,syrphids,Kleijn
Muscidae sp2,Muscidae,other_flies,Kleijn
Muscidae sp7,Muscidae,other_flies,Kleijn
Pachyprotasis rapae,Tenthredinidae,non_bee_hymenoptera,Kleijn
Rhagionidae sp1,Rhagionidae,other_flies,Kleijn
Agromyzidae sp1,Agromyzidae,other_flies,Kleijn
Anthomyiidae sp1,Anthomyiidae,non_bee_hymenoptera,Kleijn
Anthomyiidae sp2,Anthomyiidae,non_bee_hymenoptera,Kleijn
Anthomyiidae sp3,Anthomyiidae,non_bee_hymenoptera,Kleijn
Megasyrphus erraticus,Syrphidae,syrphids,Kleijn
Muscidae sp6,Muscidae,other_flies,Kleijn
Platycheirus europaeus,Syrphidae,syrphids,Kleijn
Platycheirus immarginatus,Syrphidae,syrphids,Kleijn
Platycheirus jaerensis,Syrphidae,syrphids,Kleijn
Calliphoridae sp2,Calliphoridae,other_flies,Kleijn
Cantharis fusca,Cantharidae,beetles,Kleijn
Epistrophe flava,Syrphidae,syrphids,Kleijn
Heliophilus pendulus,Syrphidae,syrphids,Kleijn
Sarcophagidae sp1,Sarcophagidae,other_flies,Kleijn
Andrena sp2,Andrenidae,wild_bees,Kleijn
Andrena sp6,Andrenidae,wild_bees,Kleijn
Cantharis pellucida,Cantharidae,beetles,Kleijn
Epistrophe nitidicollis,Syrphidae,syrphids,Kleijn
Ichneumonidae sp1,Ichneumonidae,non_bee_hymenoptera,Kleijn
Muscidae sp4,Muscidae,other_flies,Kleijn
Rhagonycha limbata,NA,beetles,Kleijn
Scathophaga sp2,Scathophagidae,other_flies,Kleijn
Tachinidae sp1,Tachinidae,other_flies,Kleijn
Andrena sp5,Andrenidae,wild_bees,Kleijn
Cantharis livida,Cantharidae,beetles,Kleijn
Eupeodes lundbecki,Syrphidae,syrphids,Kleijn
Muscidae sp8,Muscidae,other_flies,Kleijn
Bibionidae sp3,Bibionidae,other_flies,Kleijn
Cantharis nigricans,Cantharidae,beetles,Kleijn
Scathophaga sp3,Scathophagidae,other_flies,Kleijn
Bibionidae sp2,Bibionidae,other_flies,Kleijn
Dolorus nitens,Tenthredinidae,non_bee_hymenoptera,Kleijn
Heliophilus hybridus,Syrphidae,syrphids,Kleijn
Calliphoridae sp1,Calliphoridae,other_flies,Kleijn
Heliophilus trivatlatus,NA,syrphids,Kleijn
Sphaerophoria virgata,Syrphidae,syrphids,Kleijn
Andrena sp7,Andrenidae,wild_bees,Kleijn
Dolores haematodes,NA,non_bee_hymenoptera,Kleijn
Limonius pilosus,NA,beetles,Kleijn
Athous vittatus,Elateridae,beetles,Kleijn
Corymbites sp1,NA,beetles,Kleijn
Dolichopodidae sp1,Dolichopodidae,other_flies,Kleijn
Andrena sp4,Andrenidae,wild_bees,Kleijn
Cheilosia gigantea,Syrphidae,syrphids,Kleijn
Cheilosia vicina,Syrphidae,syrphids,Kleijn
Tachinidae sp2,Tachinidae,other_flies,Kleijn
Chelostoma florisomne,Megachilidae,other wild bees,Kleijn
Osmia caerulescens,Megachilidae,other wild bees,Kleijn
Andrena scotica,Andrenidae,other wild bees,Kleijn
Colletes cunicularius,Colletidae,other wild bees,Kleijn
Nomada flava,Apidae,other wild bees,Kleijn
Seladonia tumulorum,Halictidae,other wild bees,Kleijn
Andrena flavilabris,Andrenidae,other wild bees,Kleijn
Andrena fulvata,Andrenidae,other wild bees,Kleijn
Eucera longicornis,Apidae,other wild bees,Kleijn
Lasioglossum glabriusculum,Halictidae,other wild bees,Kleijn
Lasioglossum pallens,Halictidae,other wild bees,Kleijn
Lasioglossum tricinctum,Halictidae,other wild bees,Kleijn
Andrena clarkella,Andrenidae,other wild bees,Kleijn
anthophora plumipes,Apidae,other wild bees,Kleijn
Heriades truncorum,Megachilidae,other wild bees,Kleijn
Megachile centuncularis,Megachilidae,other wild bees,Kleijn
Nomada lathburiana,Apidae,other wild bees,Kleijn
Osmia leaiana,Megachilidae,other wild bees,Kleijn
Osmia niveata,Megachilidae,other wild bees,Kleijn
