Organism_ID,Family,Guild,Data_version
Brachygastra lecheguana,Apidae,non_bee_hymenoptera,V0.1
Braconidae_sp,Braconidae,non_bee_hymenoptera,V0.1
Braconidae_sp.,NA,non_bee_hymenoptera,V0.1
Bracronidae sp1,Bracronidae,non_bee_hymenoptera,V0.1
Bradysia sp.,Sciaridae,other_flies,V0.1
Bradysia_sp.,NA,other_flies,V0.1
Braunsapis sp.,NA,other_wild_bees,V0.1
Braunsapis sp.1,Apidae,other_wild_bees,V0.1
Braunsapis_picitarsus,NA,other_wild_bees,V0.1
Braunsapsis picitarsis,Apidae,other_wild_bees,V0.1
Brephidium exile,Lycaenidae,lepidoptera,V0.1
Bruchidius_sp__1,Chrysomelidae,beetles,V0.1
Bruchidius_sp__1,NA,beetles,V0.1
Bruchidius_sp__2,Chrysomelidae,beetles,V0.1
Bruchidius_sp__2,NA,beetles,V0.1
Bruchidius_sp__near_mendosus__Gyllenhal_,Chrysomelidae,beetles,V0.1
Bruchidius_sp__near_mendosus__Gyllenhal_,NA,beetles,V0.1
butterfly,NA,other_flies,V0.1
Butterfly,Lepidoptera (order),lepidoptera,V0.1
Byasa alcinous,Papilionidae,lepidoptera,V0.1
Caliophoridae sp.,Caliophoridae,other_flies,V0.1
Caliophoridae_sp1,Caliophoridae,other_flies,V0.1
Caliophoridae_sp2,Caliophoridae,other_flies,V0.1
Caliophoridae_sp3,Caliophoridae,other_flies,V0.1
Caliophoridae_spx,Caliophoridae,other_flies,V0.1
Calliphora sp.,Calliphoridae,other_flies,V0.1
Calliphora_hortona,NA,other_flies,V0.1
Calliphora_quadrimaculata,NA,other_flies,V0.1
Calliphora_stygia,NA,other_flies,V0.1
Calliphora_vicina,NA,other_flies,V0.1
Calliphoridae,NA,other_flies,V0.1
Calliphoridae sp 1,Calliphoridae,other_flies,V0.1
Calliphoridae sp 2,Calliphoridae,other_flies,V0.1
Calliphoridae sp.1,Calliphoridae,other_flies,V0.1
Calliphoridae_sp.,NA,other_flies,V0.1
Calliphoridae_sp1_Carvalheirodataset,NA,other_flies,V0.1
Calliphoridae_sp2_Carvalheirodataset,NA,other_flies,V0.1
Calliphoridae_sp3_Carvalheirodataset,NA,other_flies,V0.1
Calliphoridae_spx_Carvalheirodataset,NA,other_flies,V0.1
Camponotus japonicus,Formicidae,non_bee_hymenoptera,V0.1
Camponotus obscuripes,Formicidae,non_bee_hymenoptera,V0.1
Camponotus sp.,Formicidae,non_bee_hymenoptera,V0.1
Camponotus_japonicus,NA,non_bee_hymenoptera,V0.1
Camponotus_obscuripes,NA,non_bee_hymenoptera,V0.1
Camponotus_sp.,NA,non_bee_hymenoptera,V0.1
Camponotus_sp.1,NA,non_bee_hymenoptera,V0.1
Camponotus_sp_1__,Formicidae,non_bee_hymenoptera,V0.1
Campsomeriella annulata,Scoliidae,non_bee_hymenoptera,V0.1
Campsomeriella_annulata,NA,non_bee_hymenoptera,V0.1
Camsomeris leafmasi,NA,NA,V0.1
Camsomeris sp.,NA,NA,V0.1
Cantharidae,NA,beetles,V0.1
Carabus.auratus,NA,beetles,V0.1
Carabus.auronitens,NA,beetles,V0.1
Carabus.granulatus,NA,beetles,V0.1
Carabus.monilis,NA,beetles,V0.1
Carabus.nemoralis,NA,beetles,V0.1
Carpophilus hemipterus,Nitidulidae,beetles,V0.1
Carpophilus sp.,Nitidulidae,beetles,V0.1
Carpophilus_hemipterus,NA,beetles,V0.1
Carpophilus_sp.,NA,beetles,V0.1
Catopsilia pyranthe (Mottled Emigrant),Pieridae,lepidoptera,V0.1
catopsilia_pyranthe,NA,lepidoptera,V0.1
Centris  byrsonimae,Apidae,other_wild_bees,V0.1
Centris (Centris) aenea,Apidae,other_wild_bees,V0.1
Centris (Centris) decolorata,Apidae,other_wild_bees,V0.1
Centris (Centris) flavifrons,Apidae,other_wild_bees,V0.1
Centris (Hemisiela)tarsata,Apidae,other_wild_bees,V0.1
Centris aenea,Apidae,other_wild_bees,V0.1
Centris aff. sponsa,Apidae,other_wild_bees,V0.1
Centris analis,Apidae,other_wild_bees,V0.1
Centris byrsonimae,Apidae,other_wild_bees,V0.1
Centris flavifrons,Apidae,other_wild_bees,V0.1
Centris fuscata,Apidae,other_wild_bees,V0.1
Centris sp,Apidae,other_wild_bees,V0.1
Centris spilopoda,Apidae,other_wild_bees,V0.1
Centris sponsa,Apidae,other_wild_bees,V0.1
Centris tarsata,Apidae,other_wild_bees,V0.1
Cerambycidae,Cerambicidae,beetles,V0.1
Cerambycidae,Cerambycidae,beetles,V0.1
Cerambycidae,NA,beetles,V0.1
Ceratina,Apidae,other_wild_bees,V0.1
Ceratina (Calloceratina) chloris,Apidae,other_wild_bees,V0.1
Ceratina (Crewella) sp. 1,Apidae,other_wild_bees,V0.1
Ceratina (Crewella) sp. 2,Apidae,other_wild_bees,V0.1
Ceratina 2,NA,other_wild_bees,V0.1
Ceratina acantha,Apidae,other_wild_bees,V0.1
Ceratina calcarata,Apidae,other_wild_bees,V0.1
Ceratina Crewella sp. 1,NA,other_wild_bees,V0.1
Ceratina Crewella sp. 2,NA,other_wild_bees,V0.1
Ceratina cucurbitina,Apidae,other_wild_bees,V0.1
Ceratina dupla,Apidae,other_wild_bees,V0.1
Ceratina hieroglyphica,Apidae,other_wild_bees,V0.1
Ceratina japonica,Apidae,other_wild_bees,V0.1
Ceratina mikmaqi,Apidae,other_wild_bees,V0.1
Ceratina nigrolabiata,Apidae,other_wild_bees,V0.1
Ceratina okinawana,Apidae,other_wild_bees,V0.1
Ceratina shinnersi,Apidae,other_wild_bees,V0.1
Ceratina smaragdula,Apidae,other_wild_bees,V0.1
Ceratina sp,Apidae,other_wild_bees,V0.1
Ceratina sp.,NA,other_wild_bees,V0.1
Ceratina sp. (Ceratina lunata Friese or Ceratina moerenhouti Vachal),Apidae,other_wild_bees,V0.1
Ceratina sp. 1,Apidae,other_wild_bees,V0.1
Ceratina sp1,Apidae,other_wild_bees,V0.1
Ceratina strenua,Apidae,other_wild_bees,V0.1
Ceratina.sp...inc._labrosa_Friese.,Apidae,other_wild_bees,V0.1
Ceratina.sp...inc._labrosa_Friese.,Caliophoridae,other_wild_bees,V0.1
Ceratina_hieroglyphica,NA,other_wild_bees,V0.1
Ceratina_sp_inc_labrosa_Friese_Carvalheirodataset,NA,other_wild_bees,V0.1
Ceratina_sp1,Apidae,other_wild_bees,V0.1
Ceratina_sp2,Apidae,other_wild_bees,V0.1
Ceratina_sp2,NA,other_wild_bees,V0.1
Ceratinidia cognata,NA,other_wild_bees,V0.1
Ceratinidia sp. 1,NA,other_wild_bees,V0.1
Ceratitis capitata,Tephritidae,other_flies,V0.1
Ceratitis sp.1,Tephritidae,other_flies,V0.1
Cerceris japonica,Philanthidae,non_bee_hymenoptera,V0.1
Cerceris rybyensis,Crabronidae,non_bee_hymenoptera,V0.1
Cerceris sp.,Philanthidae,non_bee_hymenoptera,V0.1
Cerceris_japonica,NA,non_bee_hymenoptera,V0.1
Cetonia roelofsi,Scarabaeidae,beetles,V0.1
Cetonia_roelofsi,NA,beetles,V0.1
Cetoniinae,Scarabaeidae,beetles,V0.1
Cetoniinae,NA,beetles,V0.1
Chalcididae sp.1,Chalcididae,non_bee_hymenoptera,V0.1
Chalcididae sp2,Chalcididae,non_bee_hymenoptera,V0.1
Chalcidoidea_sp,NA,non_bee_hymenoptera,V0.1
Chalcidoidea_sp_,Chaldidoidea,non_bee_hymenoptera,V0.1
Chalicodoma sculpturalis,Megachilidae,other_wild_bees,V0.1
Cheilosia cf. vernalis,Syrphidae,syrphids,V0.1
Cheilosia pagana,Syrphidae,syrphids,V0.1
Cheilosia sp. 1,Syrphidae,syrphids,V0.1
Cheilosia sp. 2,Syrphidae,syrphids,V0.1
Cheilosia vernalis,Syrphidae,syrphids,V0.1
Cheilosia_bergenstammi,NA,syrphids,V0.1
Cheilosia_pagana,NA,syrphids,V0.1
Cheilosia_vernalis,Syrphidae,syrphids,V0.1
Cheilosia_vernalis,NA,syrphids,V0.1
Chelastoma rapunculi,Megachilidae,other_wild_bees,V0.1
Chironomidae_sp.,NA,other_flies,V0.1
Chloromyia formosa,Stratiomyidae,other_flies,V0.1
Chloromyia formosa,NA,other_flies,V0.1
Chrysidae,Chrysididae,non_bee_hymenoptera,V0.1
Chrysidae,NA,non_bee_hymenoptera,V0.1
Chrysididae sp 1,Chrysididae,non_bee_hymenoptera,V0.1
Chrysididae sp. 1,Chrysididae,non_bee_hymenoptera,V0.1
Chrysolina exanthematica,Chrysomelidae,beetles,V0.1
Chrysomelidae,Chrysomelidae,beetles,V0.1
Chrysomelidae,NA,beetles,V0.1
Chrysomya pinguis,Calliphoridae,other_flies,V0.1
Chrysomya sp,Calliphoridae,other_flies,V0.1
Chrysomya_marginalis__Wiedemann_,Calliphoridae,other_flies,V0.1
Chrysomya_marginalis__Wiedemann_,NA,other_flies,V0.1
Chrysomya_pinguis,NA,other_flies,V0.1
Chrysopidae spp.,Chrysopidae,other,V0.1
Chrysops varians,Tabanidae,other_flies,V0.1
Chrysotoxum cautum,Syrphidae,syrphids,V0.1
Chrysotoxum cautum,NA,syrphids,V0.1
Chrysotoxum festivum,Syrphidae,syrphids,V0.1
Chrysotoxum_cautum,NA,syrphids,V0.1
Click beetle,Elateridae,beetles,V0.1
Clivina.collaris,NA,beetles,V0.1
Clivina.fossor,NA,beetles,V0.1
Clytus arietus,Cerambycidae,beetles,V0.1
Coccinelidae,NA,beetles,V0.1
Coccinella septempunctata,Coccinellidae,beetles,V0.1
Coccinella sp 1,Coccinellidae,beetles,V0.1
Coccinella sp 2,Coccinellidae,beetles,V0.1
Coccinella_septempunctata,NA,beetles,V0.1
Coccinella_sp.,NA,beetles,V0.1
Coccinella_undecimpunctata,NA,beetles,V0.1
Coccinellidae,NA,beetles,V0.1
Coccinellidae sp,Coccinellidae,beetles,V0.1
Coccinellidae_sp.,NA,beetles,V0.1
Coelioxys hiroba,Megachilidae,other_wild_bees,V0.1
Coelioxys slossoni,Megachilidae,other_wild_bees,V0.1
Coelioxys sp.,NA,other_wild_bees,V0.1
Coelioxys_hiroba,NA,other_wild_bees,V0.1
Coleoptera,Coleoptera,beetles,V0.1
Coleoptera,NA,beetles,V0.1
Coleoptera 1,NA,beetles,V0.1
Coleoptera 2,NA,beetles,V0.1
Coleoptera 3,NA,beetles,V0.1
Coleoptera sp 1,Unknown,beetles,V0.1
Coleoptera sp1,ni,beetles,V0.1
Coleoptera sp1,NA,beetles,V0.1
Coleoptera sp5,ni,beetles,V0.1
Coleoptera unknown or unidentified,Coleoptera fam.,beetles,V0.1
coleoptera.sp..1_smithadataset,NA,beetles,V0.1
Coleoptera_sp.,NA,beetles,V0.1
Coleoptera_sp.1,NA,beetles,V0.1
Coleoptera_sp.2,NA,beetles,V0.1
Coleoptera_sp.3,NA,beetles,V0.1
coleoptera_sp1_hipolitodataset,NA,beetles,V0.1
coleoptera_sp10_hipolitodataset,NA,beetles,V0.1
coleoptera_sp11_hipolitodataset,NA,beetles,V0.1
coleoptera_sp2_hipolitodataset,NA,beetles,V0.1
coleoptera_sp3_hipolitodataset,NA,beetles,V0.1
coleoptera_sp4_hipolitodataset,NA,beetles,V0.1
coleoptera_sp5_hipolitodataset,NA,beetles,V0.1
coleoptera_sp6_hipolitodataset,NA,beetles,V0.1
coleoptera_sp7_hipolitodataset,NA,beetles,V0.1
coleoptera_sp8_hipolitodataset,NA,beetles,V0.1
coleoptera_sp9_hipolitodataset,NA,beetles,V0.1
Colletes,Colletidae,other_wild_bees,V0.1
Colletes daviesanus,Colletidae,other_wild_bees,V0.1
Colletes daviesanus,NA,other_wild_bees,V0.1
Colletes esakii,Colletidae,other_wild_bees,V0.1
Colletes inaequalis,Colletidae,other_wild_bees,V0.1
Colletes mandibularis,Andrenidae,other_wild_bees,V0.1
Colletes patellatus,Colletidae,other_wild_bees,V0.1
Colletes vogti,Colletidae,other_wild_bees,V0.1
Colletes.cunicularius,NA,other_wild_bees,V0.1
Colletes_esakii,NA,other_wild_bees,V0.1
Colletes_patellatus,NA,other_wild_bees,V0.1
Common Cyclorrhapha Diptera found in OSR fields,Cyclorrhapha fam.,other_flies,V0.1
Crabronidae sp1,Crabronidae,non_bee_hymenoptera,V0.1
Crabronidae sp2,Crabronidae,non_bee_hymenoptera,V0.1
Crane flies,Tipulidae,other_flies,V0.1
cranefly,NA,other_flies,V0.1
Cratocentrus  sp,Chalcididae,non_bee_hymenoptera,V0.1
Cricket/Grasshopper,Orthoptera,other,V0.1
Cucumber Beetle,NA,beetles,V0.1
Culcidae.sp.,NA,other_flies,V0.1
Culicidae_sp1_hipolitodataset,NA,other_flies,V0.1
Culicidae_sp2_hiploitodataset,NA,other_flies,V0.1
Culicidae_sp3_hipolitodataset,NA,other_flies,V0.1
Culicidae_sp4_hipolitodataset,NA,other_flies,V0.1
Curculionidae,Curculionidae,beetles,V0.1
Curculionidae sp 1,Curculionidae,beetles,V0.1
Curculionidae sp 2,Curculionidae,beetles,V0.1
Curculionoidea,NA,beetles,V0.1
Curcumelidae,Curcumelidae,other,V0.1
Curcumelidae,NA,other,V0.1
Curvinomia strigata (Nomia iridiscens),Apidae,other_wild_bees,V0.1
Cyclocephala atricapilla,Scarabaeidae,beetles,V0.1
Cyclocephala vestita,Scarabaeidae,beetles,V0.1
Cyclocephala_atricapilla,NA,beetles,V0.1
Cyclocephala_vestita,NA,beetles,V0.1
Cyclorrhapha,Cyclorrhapha fam.,other_flies,V0.1
Cynthia cardui,Nymphalidae,lepidoptera,V0.1
Dactylurina sp.,NA,NA,V0.1
Danaus plexippus,Nymphalidae,lepidoptera,V0.1
Danaus_chrysippus_petilia,NA,lepidoptera,V0.1
Danaus_plexippus,NA,lepidoptera,V0.1
Dasysyrphus_ albostriatus,Syrphidae,syrphids,V0.1
Dasysyrphus_hilaris,Syrphidae,syrphids,V0.1
Decaria sp.,CHRYSOMELIDAE: GALERUCINAE,beetles,V0.1
Decaria sp.,ni,beetles,V0.1
Delia platura,Anthomyiidae,other_flies,V0.1
Delia_platura,NA,other_flies,V0.1
Delta unguiculatus,Syrphidae,syrphids,V0.1
Demetrias.atricapillus,NA,beetles,V0.1
Dermestidae,Dermestidae,beetles,V0.1
Diabrotica undecimpunctata,Chrysomelidae,beetles,V0.1
Diadasia bituberculata,Anthophoridae,other_wild_bees,V0.1
Diadasia diminuta,Apidae,other_wild_bees,V0.1
Dialictus af. opacus,Halictidae,other_wild_bees,V0.1
Dialictus af. opacus,NA,other_wild_bees,V0.1
Dialictus sp.1,Halictidae,other_wild_bees,V0.1
Dialictus_12,NA,other_wild_bees,V0.1
Dianthidium suburfulum,Megachilidae,other_wild_bees,V0.1
Dieunomia heteropoda,Halictidae,other_wild_bees,V0.1
Dilophilus_febrilis,NA,other_flies,V0.1
Dilophus_nigrostigma,NA,other_flies,V0.1
Dioprosopa clavata,Syrphidae,syrphids,V0.1
Dioxyna sororcula,Tephritidae,other_flies,V0.1
Dioxyna_sororcula,NA,other_flies,V0.1
Diptera,Diptera,other_flies,V0.1
Diptera-Fly,NA,other_flies,V0.1
Diptera (ep14),NA,other_flies,V0.1
Diptera sp 1,Unknown,other_flies,V0.1
Diptera sp 2,Unknown,other_flies,V0.1
Diptera sp 3,Unknown,other_flies,V0.1
Diptera sp 4,Unknown,other_flies,V0.1
Diptera sp 5,Unknown,other_flies,V0.1
Diptera sp 6,Unknown,other_flies,V0.1
Diptera sp 7,Unknown,other_flies,V0.1
Diptera sp 8,Unknown,other_flies,V0.1
Diptera sp 9,Unknown,other_flies,V0.1
Diptera sp.3,NA,other_flies,V0.1
Diptera sp.4,NA,other_flies,V0.1
Diptera sp1,ni,other_flies,V0.1
Diptera sp1,NA,other_flies,V0.1
Diptera spp.,NA,other_flies,V0.1
Diptera spX,ni,other_flies,V0.1
Diptera unknown or unidentified,Diptera fam.,other_flies,V0.1
Diptera_2,NA,other_flies,V0.1
Diptera_3,NA,other_flies,V0.1
Diptera_4,NA,other_flies,V0.1
Diptera_sp.,NA,other_flies,V0.1
Diptera_spY.size.1,ni,other_flies,V0.1
Diptera_spY_size1_Carvalheirodataset,NA,other_flies,V0.1
Diptera_spZ.size.1,ni,other_flies,V0.1
Diptera_spZ_size_1_Carvalheirodataset,NA,other_flies,V0.1
Diptera1,NA,other_flies,V0.1
Diptera2,NA,other_flies,V0.1
Diptera3,NA,other_flies,V0.1
Diptera4,NA,other_flies,V0.1
Diptero 1,NA,other_flies,V0.1
Diptero 2,NA,other_flies,V0.1
Diptero 3,NA,other_flies,V0.1
Diptero 4,NA,other_flies,V0.1
Diptero 5,NA,other_flies,V0.1
Diptero 6,NA,other_flies,V0.1
Doclichopodidae,Dolichopodidae,other_flies,V0.1
Dolerus similis,Tenthredinidae,non_bee_hymenoptera,V0.1
Dolerus_similis_japonicus_Kirby_1882,NA,non_bee_hymenoptera,V0.1
Dolichopodidae,Dolichopodidae,other_flies,V0.1
Dolichopodidae,NA,other_flies,V0.1
Drosophila_5,NA,other_flies,V0.1
Efferia sp.1,Asildae,other_flies,V0.1
Eichoichemus sp.,Asildae,other_flies,V0.1
Elateratidae,NA,beetles,V0.1
Elateridae,Elateridae,beetles,V0.1
Empididae sp1,Empididae,other_flies,V0.1
Empididae sp2,Empididae,other_flies,V0.1
Empididae_sp.,NA,other_flies,V0.1
Empididea spp,Empididae,other_flies,V0.1
Empis_sp,Empididae,other_flies,V0.1
Epeolus japonicus,Apidae,other_wild_bees,V0.1
Epeolus_japonicus,NA,other_wild_bees,V0.1
Episrphus balteatus,Syrphidae,syrphids,V0.1
Epistorophe aino,Syrphidae,syrphids,V0.1
Epistorophe shibakawae,Syrphidae,syrphids,V0.1
Epistrophe.flava,NA,syrphids,V0.1
Epistrophe_ nitidicollis,Syrphidae,syrphids,V0.1
Epistrophe_eligans,Syrphidae,syrphids,V0.1
Epistrophe_nitidicollis,NA,syrphids,V0.1
Episyrhpus balteatus,Syrphidae,syrphids,V0.1
Episyrphus balteatus,Syrphidae,syrphids,V0.1
Episyrphus balteatus,NA,syrphids,V0.1
Episyrphus cretensis,Syrphidae,syrphids,V0.1
episyrphus.balteatus,NA,syrphids,V0.1
Episyrphus_ balteatus,Syrphidae,syrphids,V0.1
Episyrphus_balteatus,Syrphidae,syrphids,V0.1
Episyrphus_balteatus,NA,syrphids,V0.1
Eriozona erratica,Syrphidae,syrphids,V0.1
Eristalinae sp,Syrphidae,syrphids,V0.1
Eristalinus (Lathyrophthalmus) quinquestriata,Syrphidae,syrphids,V0.1
Eristalinus (Lathyrophthalmus) quinquestriatus,Syrphidae,syrphids,V0.1
Eristalinus (Lathyrophthalmus) tarsalis,Syrphidae,syrphids,V0.1
Eristalinus aeneus,Syrphidae,syrphids,V0.1
Eristalinus sepulchralis,Syrphidae,syrphids,V0.1
Eristalinus sp,Syrphidae,syrphids,V0.1
Eristalinus taeniops,Syrphidae,syrphids,V0.1
Eristalinus_Lathyrophthalmus_quinquestriatus,NA,other_flies,V0.1
Eristalinus_Lathyrophthalmus_tarsalis,NA,other_flies,V0.1
Eristalinus_sepulchralis,NA,other_flies,V0.1
Eristalis,Syrphidae,syrphids,V0.1
Eristalis (Eoeristaris) cerealis,Syrphidae,syrphids,V0.1
Eristalis abusiva,Syrphidae,syrphids,V0.1
Eristalis anthophorina,Syrphidae,syrphids,V0.1
Eristalis arbustorum,Syrphidae,syrphids,V0.1
Eristalis cerealis,Syrphidae,syrphids,V0.1
Eristalis interrupta,Syrphidae,syrphids,V0.1
Eristalis intricarius,Syrphidae,syrphids,V0.1
Eristalis lineata,Syrphidae,syrphids,V0.1
Eristalis pertinax,Syrphidae,syrphids,V0.1
Eristalis similis,Syrphidae,syrphids,V0.1
Eristalis sp.,Syrphidae,syrphids,V0.1
Eristalis sp1,Syrphidae,syrphids,V0.1
Eristalis sp2,Syrphidae,syrphids,V0.1
Eristalis sp3,Syrphidae,syrphids,V0.1
Eristalis sp4,Syrphidae,syrphids,V0.1
Eristalis tenax,Syrphidae,syrphids,V0.1
Eristalis.intricarius,NA,syrphids,V0.1
Eristalis.pertinax,NA,syrphids,V0.1
eristalis.sp,NA,syrphids,V0.1
Eristalis.spec.,NA,syrphids,V0.1
Eristalis_ arbustorum,Syrphidae,syrphids,V0.1
Eristalis_ horticola,Syrphidae,syrphids,V0.1
Eristalis_ intricaria,Syrphidae,syrphids,V0.1
Eristalis_ nemorum,Syrphidae,syrphids,V0.1
Eristalis_ pertinax,Syrphidae,syrphids,V0.1
Eristalis_ similis,Syrphidae,syrphids,V0.1
Eristalis_ spec.,Syrphidae,syrphids,V0.1
Eristalis_ tenax,Syrphidae,syrphids,V0.1
Eristalis_arbustorum,Syrphidae,syrphids,V0.1
Eristalis_arbustorum,NA,syrphids,V0.1
Eristalis_Eoeristaris_cerealis,NA,syrphids,V0.1
Eristalis_horticola,NA,syrphids,V0.1
Eristalis_interrupta,Syrphidae,syrphids,V0.1
Eristalis_interrupta,NA,syrphids,V0.1
Eristalis_intricaria,NA,syrphids,V0.1
Eristalis_lineata,NA,syrphids,V0.1
Eristalis_nemorum,NA,syrphids,V0.1
Eristalis_pertinax,NA,syrphids,V0.1
Eristalis_pratorum,NA,syrphids,V0.1
Eristalis_similis,NA,syrphids,V0.1
Eristalis_sp.,NA,syrphids,V0.1
Eristalis_tenax,Syrphidae,syrphids,V0.1
Eristalis_tenax,NA,syrphids,V0.1
Erythrocera genalis,Tachinidae,other_flies,V0.1
Erythrocera_genalis,NA,other_flies,V0.1
Euaspis abdominalis,NA,NA,V0.1
Eucera chinensis,Apidae,other_wild_bees,V0.1
Eucera clypeata,Apidae,other_wild_bees,V0.1
Eucera sp1,Apidae,other_wild_bees,V0.1
Eucera ssp.,NA,other_wild_bees,V0.1
Eucera_16,NA,other_wild_bees,V0.1
Eucoilidae sp1,EUCOILIDAE,non_bee_hymenoptera,V0.1
Eudalaca exul cf,Hepialidae,lepidoptera,V0.1
Euglossa sp.,Apidae,other_wild_bees,V0.1
Euglossa sp.,NA,other_wild_bees,V0.1
Eulaema nigrita,Apidae,other_wild_bees,V0.1
Eulaema nigrita,NA,other_wild_bees,V0.1
Eumenes sp,Vespidae,non_bee_hymenoptera,V0.1
Eumenes_sp,NA,non_bee_hymenoptera,V0.1
Eumeniinae_sp.,NA,non_bee_hymenoptera,V0.1
Eumenine,Vespidae,non_bee_hymenoptera,V0.1
Eumerus funeralis,Syrphidae,syrphids,V0.1
Eumerus obliquus,Syrphidae,syrphids,V0.1
Eumerus obliquus,SYRPHIDAE,syrphids,V0.1
Eumerus sogdianus,Syrphidae,syrphids,V0.1
Eumerus sp,Syrphidae,syrphids,V0.1
Eumerus strigatus,Syrphidae,syrphids,V0.1
Eumerus strigatus,NA,syrphids,V0.1
Eumerus_funeralis,NA,syrphids,V0.1
Eupeodes,Syrphidae,syrphids,V0.1
Eupeodes corollae,Syrphidae,syrphids,V0.1
Eupeodes corollae,NA,syrphids,V0.1
Eupeodes lapponicus,Syrphidae,syrphids,V0.1
Eupeodes latifasciatus,Syrphidae,syrphids,V0.1
Eupeodes luniger,Syrphidae,syrphids,V0.1
Eupeodes nielseni,Syrphidae,syrphids,V0.1
Eupeodes sp.,Syrphidae,syrphids,V0.1
Eupeodes.latifasciatus,NA,syrphids,V0.1
Eupeodes_ cf. corollae,Syrphidae,syrphids,V0.1
Eupeodes_ lapponicus,Syrphidae,syrphids,V0.1
Eupeodes_ luniger,Syrphidae,syrphids,V0.1
Eupeodes_ spec.,Syrphidae,syrphids,V0.1
Eupeodes_corollae,Syrphidae,syrphids,V0.1
Eupeodes_corollae,NA,syrphids,V0.1
Eupeodes_luniger,NA,syrphids,V0.1
Eupeodes_nitens,NA,syrphids,V0.1
Eupeodus corollae,Syrphidae,syrphids,V0.1
Eupeodus sp.,Syrphidae,syrphids,V0.1
Euploea core (Common Indian crow),Nymphalidae,lepidoptera,V0.1
Euploea_core,NA,lepidoptera,V0.1
Eurema lisa,Pieridae,lepidoptera,V0.1
Evylaeus_13,NA,other_wild_bees,V0.1
Exochomus_troberti_Mulsant_1850,Coccinellidae,beetles,V0.1
Exochomus_troberti_Mulsant_1850,NA,beetles,V0.1
Exomalopsis analis,Apidae,other_wild_bees,V0.1
Exomalopsis analis,NA,other_wild_bees,V0.1
Exomalopsis cf. lugens,Apidae,other_wild_bees,V0.1
Exomalopsis cfr. iridipennis,Apidae,other_wild_bees,V0.1
Exorista (Podotachin) sorbillans,Tachinidae,other_flies,V0.1
Exorista_Podotachin_sorbillans,NA,other_flies,V0.1
Fannia spp.,Fanniidae,other_flies,V0.1
Fanniidae? Sp.2,Fanniidae,other_flies,V0.1
Flesh flies,Sacrophagidae,other_flies,V0.1
flower_fly,NA,syrphids,V0.1
fly,Diptera,other_flies,V0.1
fly,NA,other_flies,V0.1
Fly,Diptera (order),other_flies,V0.1
Fly medium,NA,other_flies,V0.1
Fly small,NA,other_flies,V0.1
Fly tiny,NA,other_flies,V0.1
Formica japonica,Formicidae,non_bee_hymenoptera,V0.1
Formica_japonica,NA,non_bee_hymenoptera,V0.1
formicidae,NA,non_bee_hymenoptera,V0.1
Formicidae,Formicidae,non_bee_hymenoptera,V0.1
Formicidae,NA,non_bee_hymenoptera,V0.1
Formicidae sp 1,Formicidae,non_bee_hymenoptera,V0.1
Formicidae sp 2,Formicidae,non_bee_hymenoptera,V0.1
Formicidae.sp...Black.size.3..monomorium.cf..,Formicidae,non_bee_hymenoptera,V0.1
Formicidae_sp_blacksize3_monomorium_cf,NA,non_bee_hymenoptera,V0.1
Formicidae_sp1_carvalheirodataset,NA,non_bee_hymenoptera,V0.1
Formicidae_sp2__bunduda_,Formicidae,non_bee_hymenoptera,V0.1
Formicidae_sp2__bunduda_,NA,non_bee_hymenoptera,V0.1
fruit fly,NA,other_flies,V0.1
Gametis jucunda,Scarabaeidae,beetles,V0.1
Gametis_jucunda,NA,beetles,V0.1
Gastropoda,NA,other,V0.1
gen_sp,Apidae,other_wild_bees,V0.1
gen_sp,Syrphidae,syrphids,V0.1
Geotrigona sp1.,Apidae,other_wild_bees,V0.1
Geotrigona subterranea,Apidae,other_wild_bees,V0.1
Glaucias_amyoti,NA,other,V0.1
Gonopteryx_rhamni,Pieridae,lepidoptera,V0.1
green_leaf_beetle_pest_insect,NA,beetles,V0.1
Ground beetle,Carabidae,beetles,V0.1
Habropoda_17,NA,other_wild_bees,V0.1
Halictidae,NA,other_wild_bees,V0.1
Halictidae 1,Halictidae,other_wild_bees,V0.1
Halictidae 2,Halictidae,other_wild_bees,V0.1
Halictidae 3,Halictidae,other_wild_bees,V0.1
Halictidae sp.1,Halictidae,other_wild_bees,V0.1
Halictinae sp.,Halictidae,other_wild_bees,V0.1
Halictini,Halictidae,other_wild_bees,V0.1
Halictus,Halictidae,other_wild_bees,V0.1
Halictus,NA,other_wild_bees,V0.1
Halictus aerarius,Halictidae,other_wild_bees,V0.1
Halictus brunnescens,Halictidae,other_wild_bees,V0.1
Halictus calceatus,Halictidae,other_wild_bees,V0.1
Halictus confusus,Halictidae,other_wild_bees,V0.1
Halictus ligatus,Halictidae,other_wild_bees,V0.1
Halictus quadricinctus,Halictidae,other_wild_bees,V0.1
Halictus rubicundis,Halictidae,other_wild_bees,V0.1
Halictus rubicundus,Halictidae,other_wild_bees,V0.1
Halictus sajoi,Halictidae,other_wild_bees,V0.1
Halictus scabiosae,Halictidae,other_wild_bees,V0.1
Halictus sexcinctus,Halictidae,other_wild_bees,V0.1
Halictus simplex-complex,Halictidae,other_wild_bees,V0.1
Halictus sp.,Halictidae,other_wild_bees,V0.1
Halictus sp. 1,Halictidae,other_wild_bees,V0.1
Halictus sp. 6f,Halictidae,other_wild_bees,V0.1
Halictus sp.1,Halictidae,other_wild_bees,V0.1
