"","Campo","Zona","Ronda","Grupo","ALTITUD","COORDENADAS","Abundancia"
"325","CUMBI5","DH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"326","CUMBI5","DH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"327","CUMBI5","BH",2,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"328","CUMBI5","BH",2,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"329","CUMBI5","BH",2,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"330","CUMBI5","BH",2,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"331","CUMBI5","BH",2,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"332","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"333","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"334","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"335","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"336","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"337","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"338","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"339","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"340","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"341","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"342","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"343","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"344","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"345","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"346","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"347","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"348","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"349","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"350","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"351","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"352","CUMBI5","BH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"353","CUMBI5","DH",2,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"354","CUMBI5","DH",2,"syrphids",3189,"S1º 01.907' W78º 28.672'",1
"355","CUMBI5","BH",3,"syrphids",3189,"S1º 01.907' W78º 28.672'",8
"356","CUMBI5","DH",3,"syrphids",3189,"S1º 01.907' W78º 28.672'",2
"357","CUMBI5","BH",3,"syrphids",3189,"S1º 01.907' W78º 28.672'",8
"358","CUMBI5","DH",3,"syrphids",3189,"S1º 01.907' W78º 28.672'",2
"359","CUMBI5","BH",3,"syrphids",3189,"S1º 01.907' W78º 28.672'",2
"360","CUMBI5","BH",3,"syrphids",3189,"S1º 01.907' W78º 28.672'",2
"361","CUMBI5","BH",3,"syrphids",3189,"S1º 01.907' W78º 28.672'",9
"362","CUMBI5","DH",3,"syrphids",3189,"S1º 01.907' W78º 28.672'",5
"363","CUMBI5","BH",3,"syrphids",3189,"S1º 01.907' W78º 28.672'",9
"364","CUMBI5","DH",3,"syrphids",3189,"S1º 01.907' W78º 28.672'",5
"365","CUMBI5","DH",2,"syrphids",3189,"S1º 01.907' W78º 28.672'",7
"366","CUMBI5","DH",1,"syrphids",3189,"S1º 01.907' W78º 28.672'",4
"367","CUMBI5","BH",2,"syrphids",3189,"S1º 01.907' W78º 28.672'",12
"368","CUMBI5","BH",2,"syrphids",3189,"S1º 01.907' W78º 28.672'",2
"369","CUMBI6","BH",1,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"370","CUMBI6","DH",2,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"371","CUMBI6","BH",2,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"372","CUMBI6","BH",2,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"373","CUMBI6","BH",2,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"374","CUMBI6","BH",2,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"375","CUMBI6","DH",2,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"376","CUMBI6","DH",2,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"377","CUMBI6","BH",3,"syrphids",3628,"S1º 00.696' W78º 27.529'",12
"378","CUMBI6","DH",3,"syrphids",3628,"S1º 00.696' W78º 27.529'",7
"379","CUMBI6","BH",3,"syrphids",3628,"S1º 00.696' W78º 27.529'",12
"380","CUMBI6","DH",3,"syrphids",3628,"S1º 00.696' W78º 27.529'",7
"381","CUMBI6","DH",3,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"382","CUMBI6","DH",3,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"383","CUMBI6","DH",3,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"384","CUMBI6","DH",3,"syrphids",3628,"S1º 00.696' W78º 27.529'",1
"385","CUMBI6","BH",3,"syrphids",3628,"S1º 00.696' W78º 27.529'",8
"386","CUMBI6","BH",2,"syrphids",3628,"S1º 00.696' W78º 27.529'",3
"387","CUMBI6","BH",3,"syrphids",3628,"S1º 00.696' W78º 27.529'",8
"388","CUMBI6","BH",2,"syrphids",3628,"S1º 00.696' W78º 27.529'",11
"389","CUSU1","BH",2,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"390","CUSU1","BH",2,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"391","CUSU1","BH",2,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"392","CUSU1","DH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"393","CUSU1","DH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"394","CUSU1","BH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"395","CUSU1","BH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"396","CUSU1","BH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"397","CUSU1","BH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"398","CUSU1","BH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"399","CUSU1","BH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"400","CUSU1","BH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"401","CUSU1","BH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"402","CUSU1","BH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"403","CUSU1","BH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"404","CUSU1","DH",1,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"405","CUSU1","BH",NA,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"406","CUSU1","DH",NA,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"407","CUSU1","BH",3,"syrphids",3086,"S1º 04.021' W78º 41.442'",4
"408","CUSU1","BH",NA,"syrphids",3086,"S1º 04.021' W78º 41.442'",11
"409","CUSU1","BH",3,"syrphids",3086,"S1º 04.021' W78º 41.442'",3
"410","CUSU1","BH",NA,"syrphids",3086,"S1º 04.021' W78º 41.442'",6
"411","CUSU1","BH",3,"syrphids",3086,"S1º 04.021' W78º 41.442'",1
"412","CUSU2","BH",2,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"413","CUSU2","BH",3,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"414","CUSU2","BH",1,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"415","CUSU2","BH",1,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"416","CUSU2","BH",1,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"417","CUSU2","BH",1,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"418","CUSU2","BH",1,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"419","CUSU2","BH",1,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"420","CUSU2","DH",1,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"421","CUSU2","BH",2,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"422","CUSU2","BH",2,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"423","CUSU2","BH",2,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"424","CUSU2","BH",2,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"425","CUSU2","BH",2,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"426","CUSU2","DH",1,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"427","CUSU2","DH",2,"syrphids",3500,"S1º 05.516' W78º 43.567'",4
"428","CUSU2","BH",3,"syrphids",3500,"S1º 05.516' W78º 43.567'",1
"429","CUSU2","DH",3,"syrphids",3500,"S1º 05.516' W78º 43.567'",8
"430","CUSU2","DH",2,"syrphids",3500,"S1º 05.516' W78º 43.567'",3
"431","CUSU2","BH",3,"syrphids",3500,"S1º 05.516' W78º 43.567'",4
"432","CUSU2","DH",2,"syrphids",3500,"S1º 05.516' W78º 43.567'",6
"433","CUSU2","BH",2,"syrphids",3500,"S1º 05.516' W78º 43.567'",14
"434","CUSU2","BH",3,"syrphids",3500,"S1º 05.516' W78º 43.567'",11
"435","CUSU2","BH",1,"syrphids",3500,"S1º 05.516' W78º 43.567'",8
"436","Q1","BH",3,"syrphids",3777,"S0º 53.872' W78º 46.865'",1
"437","Q1","DH",2,"syrphids",3777,"S0º 53.872' W78º 46.865'",1
"438","Q1","BH",2,"syrphids",3777,"S0º 53.872' W78º 46.865'",1
"439","Q1","BH",2,"syrphids",3777,"S0º 53.872' W78º 46.865'",1
"440","Q1","DH",1,"syrphids",3777,"S0º 53.872' W78º 46.865'",1
"441","Q1","DH",1,"syrphids",3777,"S0º 53.872' W78º 46.865'",1
"442","Q1","BH",3,"syrphids",3777,"S0º 53.872' W78º 46.865'",3
"443","Q1","BH",2,"syrphids",3777,"S0º 53.872' W78º 46.865'",1
"444","Q2","DH",3,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"445","Q2","DH",3,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"446","Q2","DH",3,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"447","Q2","DH",3,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"448","Q2","DH",2,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"449","Q2","DH",2,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"450","Q2","DH",2,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"451","Q2","DH",2,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"452","Q2","DH",2,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"453","Q2","DH",2,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"454","Q2","BH",2,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"455","Q2","BH",1,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"456","Q2","BH",1,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"457","Q2","BH",1,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"458","Q2","BH",1,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"459","Q2","BH",1,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"460","Q2","DH",1,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"461","Q2","BH",2,"syrphids",3780,"S0º 54.999' W78º 49.727'",2
"462","Q2","BH",3,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"463","Q2","BH",3,"syrphids",3780,"S0º 54.999' W78º 49.727'",12
"464","Q2","BH",3,"syrphids",3780,"S0º 54.999' W78º 49.727'",1
"465","Q3","DH",3,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"466","Q3","DH",3,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"467","Q3","DH",3,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"468","Q3","DH",3,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"469","Q3","DH",3,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"470","Q3","DH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"471","Q3","DH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"472","Q3","DH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"473","Q3","DH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"474","Q3","DH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"475","Q3","BH",1,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"476","Q3","BH",1,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"477","Q3","BH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"478","Q3","BH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",2
"479","Q3","DH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"480","Q3","BH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"481","Q3","BH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",2
"482","Q3","BH",3,"syrphids",3747,"S0º 57.144' W78º 52.173'",1
"483","Q3","BH",2,"syrphids",3747,"S0º 57.144' W78º 52.173'",7
"484","Q3","DH",3,"syrphids",3747,"S0º 57.144' W78º 52.173'",5
"485","Q4","DH",3,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"486","Q4","DH",3,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"487","Q4","DH",3,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"488","Q4","BH",1,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"489","Q4","BH",1,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"490","Q4","BH",1,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"491","Q4","BH",1,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"492","Q4","DH",1,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"493","Q4","BH",1,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"494","Q4","DH",2,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"495","Q4","BH",3,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"496","Q4","BH",2,"syrphids",3838,"S0º 52.486' W78º 54.973'",1
"497","Q4","BH",3,"syrphids",3838,"S0º 52.486' W78º 54.973'",4
"498","Q5","BH",1,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"499","Q5","DH",3,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"500","Q5","DH",3,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"501","Q5","DH",3,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"502","Q5","DH",3,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"503","Q5","BH",2,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"504","Q5","BH",2,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"505","Q5","DH",2,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"506","Q5","BH",1,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"507","Q5","BH",1,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"508","Q5","DH",1,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"509","Q5","DH",2,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"510","Q5","BH",2,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"511","Q5","BH",3,"syrphids",3779,"S0º 52.593' W78º 54.538'",1
"512","Q5","BH",2,"syrphids",3779,"S0º 52.593' W78º 54.538'",4
"513","Q5","DH",3,"syrphids",3779,"S0º 52.593' W78º 54.538'",2
